recruitment_seq,address_seq1,address_seq2,address_seq3,career_end,career_start,education,major_task,qualifications,text_keyword,check_box_2507,check_box_2707,check_box_2810,check_box_2204,check_box_2205,check_box_2101,check_box_2108,check_box_2201,check_box_2501,check_box_2203,check_box_2109,check_box_2110,check_box_2302,check_box_2104,check_box_2105,check_box_3008,check_box_3099,check_box_2703,check_box_2299,check_box_2102,check_box_keyword_cnt,company_type_seq,supply_kind,employee,company_size,recruit_code,recruit_pop
R03292,3.0,0.0,0.0,159,0,3,2,2,6,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,7
R03293,3.0,0.0,0.0,264,70,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R03294,5.0,0.0,0.0,144,0,3,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,8,5.0,402.0,300.0,3,0,7
R03295,3.0,0.0,0.0,212,12,3,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,6
R03296,3.0,0.0,0.0,80,6,3,2,2,6,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,6
R03297,3.0,0.0,0.0,77,0,4,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,1,11
R03298,3.0,0.0,0.0,162,48,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,3,10
R03299,3.0,0.0,0.0,98,0,2,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,11
R03300,3.0,0.0,0.0,228,6,3,2,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,8,2.0,100.0,200.0,3,0,13
R03301,3.0,0.0,0.0,120,33,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.0,402.0,550.0,2,3,8
R03302,3.0,0.0,0.0,196,108,2,2,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,0,9
R03303,3.0,0.0,0.0,170,38,3,2,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,0,5
R03304,3.0,0.0,0.0,24,0,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2.0,402.0,120.0,3,2,5
R03305,3.0,0.0,0.0,153,0,3,2,2,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,2,10
R03306,3.0,0.0,0.0,120,0,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,8
R03307,3.0,0.0,0.0,252,60,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,10
R03308,3.0,0.0,0.0,180,36,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,11
R03309,3.0,0.0,0.0,87,40,4,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,100.0,10.0,1,3,5
R03310,3.0,0.0,0.0,156,26,2,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,201.0,10.0,1,0,11
R03311,3.0,0.0,0.0,204,0,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,14
R03312,3.0,0.0,0.0,24,0,2,8,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,2,5
R03313,3.0,0.0,0.0,84,0,4,2,2,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,8,0.0,0.0,0.0,4,0,10
R03314,3.0,0.0,0.0,189,5,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,10
R03315,3.0,5.0,20.0,207,48,2,2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,4,0,6
R03316,3.0,0.0,0.0,219,96,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,402.0,300.0,3,0,7
R03317,3.0,0.0,0.0,322,119,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9.0,402.0,140.0,3,0,8
R03318,3.0,0.0,0.0,311,28,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,13
R03319,3.0,0.0,0.0,156,17,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,4,3,16
R03320,3.0,1.0,0.0,129,24,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,12
R03321,3.0,0.0,0.0,132,19,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,402.0,98.0,3,3,9
R03322,3.0,0.0,0.0,206,81,3,2,1,8,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,10
R03323,3.0,0.0,0.0,133,0,3,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,9
R03324,3.0,0.0,0.0,108,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,4
R03325,3.0,0.0,0.0,77,18,3,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,250.0,3,0,6
R03326,3.0,0.0,0.0,88,0,2,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,8
R03327,3.0,0.0,0.0,228,41,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,5
R03328,3.0,0.0,0.0,231,12,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R03329,3.0,0.0,0.0,152,0,3,2,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,13
R03330,3.0,0.0,0.0,102,25,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,6
R03331,3.0,0.0,0.0,99,18,2,2,1,8,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,6
R03332,3.0,0.0,0.0,113,0,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,6
R03333,3.0,0.0,0.0,259,188,3,2,1,6,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,7
R03334,3.0,0.0,0.0,124,32,3,2,1,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,10
R03335,5.0,0.0,0.0,234,26,4,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,11
R03336,3.0,0.0,0.0,120,43,2,2,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,7
R03337,20.0,0.0,0.0,157,56,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,514.0,20.0,1,3,11
R03338,3.0,0.0,0.0,99,26,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,7
R03339,3.0,0.0,0.0,216,6,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,6
R03340,3.0,0.0,0.0,99,0,3,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,402.0,525.0,2,2,6
R03341,3.0,0.0,0.0,311,80,4,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,11
R03342,3.0,0.0,0.0,185,43,3,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,7
R03343,3.0,0.0,0.0,252,73,3,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,402.0,500.0,2,2,5
R03344,3.0,0.0,0.0,234,150,2,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,5
R03345,3.0,0.0,0.0,60,0,3,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,12
R03346,3.0,0.0,0.0,204,16,3,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,7.0,501.0,30.0,1,2,7
R03347,3.0,0.0,0.0,199,12,2,2,2,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,7
R03348,3.0,0.0,0.0,138,66,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,250.0,3,4,10
R03349,3.0,0.0,0.0,156,0,3,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,41.0,1,0,10
R03350,3.0,0.0,0.0,111,44,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,6
R03351,3.0,0.0,0.0,264,55,3,2,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,8,2.0,402.0,500.0,2,0,7
R03352,3.0,0.0,0.0,312,97,4,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,17
R03353,3.0,0.0,0.0,144,0,3,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0.0,0.0,0.0,4,2,11
R03354,3.0,0.0,0.0,163,0,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,2,19
R03355,3.0,0.0,0.0,121,12,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,2,11
R03356,3.0,0.0,0.0,39,0,3,10,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,10
R03357,3.0,0.0,0.0,75,0,2,2,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,3
R03358,3.0,0.0,0.0,144,68,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,7
R03359,3.0,0.0,0.0,79,14,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,9.0,508.0,17.0,1,2,7
R03360,3.0,0.0,0.0,190,0,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,9
R03361,3.0,0.0,0.0,155,26,4,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,1,3
R03362,3.0,0.0,0.0,124,33,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,100.0,145.0,3,3,8
R03363,3.0,0.0,0.0,132,9,2,8,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,2,3
R03364,3.0,0.0,0.0,143,0,2,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,402.0,60.0,3,0,4
R03365,3.0,0.0,0.0,132,59,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,3,6
R03366,3.0,0.0,0.0,199,58,4,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,10
R03367,3.0,0.0,0.0,204,10,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,4.0,100.0,40.0,1,2,6
R03368,3.0,0.0,0.0,108,36,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R03369,3.0,0.0,0.0,216,0,2,2,2,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,11
R03370,3.0,0.0,0.0,180,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,100.0,145.0,3,3,16
R03371,3.0,0.0,0.0,48,36,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,2
R03372,3.0,0.0,0.0,216,14,3,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4.0,100.0,60.0,3,0,10
R03373,3.0,0.0,0.0,175,34,4,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,6
R03374,3.0,0.0,0.0,108,3,3,2,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,3
R03375,3.0,0.0,0.0,181,51,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,5
R03376,3.0,0.0,0.0,69,24,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,5
R03377,5.0,0.0,0.0,240,91,4,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,8
R03378,3.0,0.0,0.0,140,65,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,590.0,2,0,4
R03379,3.0,0.0,0.0,132,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,6
R03380,3.0,0.0,0.0,120,0,4,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,2,10
R03381,3.0,0.0,0.0,99,12,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,3,10
R03382,3.0,0.0,0.0,139,48,4,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,11,0.0,0.0,0.0,4,0,6
R03383,3.0,0.0,0.0,204,36,2,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,60.0,3,4,8
R03384,3.0,0.0,0.0,252,0,4,2,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7,0.0,0.0,0.0,4,0,5
R03385,3.0,0.0,0.0,159,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,10
R03386,3.0,0.0,0.0,43,0,3,2,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.0,402.0,310.0,2,2,10
R03387,3.0,0.0,0.0,20,0,3,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,2,4
R03388,3.0,0.0,0.0,101,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,9
R03389,3.0,0.0,0.0,219,0,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,8
R03390,3.0,0.0,0.0,99,0,3,2,2,8,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,8
R03391,3.0,0.0,0.0,247,12,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,10
R03392,3.0,0.0,0.0,43,3,3,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,1,9
R03393,3.0,0.0,0.0,38,0,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,402.0,525.0,2,3,9
R03394,3.0,0.0,0.0,156,70,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,402.0,500.0,2,3,7
R03395,3.0,0.0,0.0,175,14,4,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,8
R03396,3.0,0.0,0.0,112,36,4,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,402.0,590.0,2,3,8
R03397,3.0,0.0,0.0,264,54,2,2,2,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,4,6
R03398,3.0,0.0,0.0,84,12,4,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,402.0,310.0,2,2,6
R03399,3.0,0.0,0.0,264,36,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,4,3,9
R03400,3.0,0.0,0.0,93,36,3,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,1,5
R03401,3.0,0.0,0.0,111,0,3,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,9
R03402,3.0,0.0,0.0,120,60,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,402.0,250.0,3,3,5
R03403,3.0,0.0,0.0,196,60,2,2,1,8,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,6
R03404,3.0,0.0,0.0,60,0,2,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,11
R03405,3.0,0.0,0.0,179,0,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,4
R03406,3.0,0.0,0.0,99,0,2,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,6
R03407,3.0,0.0,0.0,168,40,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,8
R03408,3.0,0.0,0.0,192,54,2,2,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,4
R03409,3.0,0.0,0.0,173,110,4,2,1,8,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,5
R03410,3.0,0.0,0.0,307,0,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,10
R03411,3.0,0.0,0.0,96,0,4,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,1,6
R03412,3.0,0.0,0.0,308,180,3,2,1,6,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,90.0,3,4,7
R03413,3.0,0.0,0.0,120,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,4,3,5
R03414,3.0,0.0,0.0,153,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.0,402.0,90.0,3,2,7
R03415,3.0,0.0,0.0,51,0,3,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,100.0,270.0,3,3,5
R03416,3.0,0.0,0.0,240,4,3,2,2,8,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,100.0,100.0,3,0,6
R03417,3.0,0.0,0.0,207,122,3,2,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,3
R03418,3.0,0.0,0.0,135,0,4,7,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,26
R03419,3.0,0.0,0.0,216,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,4,3,13
R03420,3.0,0.0,0.0,105,0,3,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,90.0,3,0,7
R03421,3.0,0.0,0.0,204,69,4,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,9,0.0,0.0,0.0,4,0,6
R03422,3.0,0.0,0.0,177,15,4,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,100.0,180.0,3,0,7
R03423,3.0,0.0,0.0,132,36,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,2,15
R03424,3.0,0.0,0.0,311,63,2,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2.0,100.0,250.0,3,0,11
R03425,3.0,0.0,0.0,209,0,3,2,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,4,0,14
R03426,3.0,0.0,0.0,168,134,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,7
R03427,3.0,0.0,0.0,193,7,3,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,402.0,25.0,1,4,6
R03428,3.0,0.0,0.0,117,0,4,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,5
R03429,3.0,0.0,0.0,311,115,3,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,8
R03430,3.0,0.0,0.0,79,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,10
R03431,3.0,0.0,0.0,123,89,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,402.0,150.0,3,3,5
R03432,3.0,0.0,0.0,15,0,3,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,2,7
R03433,3.0,0.0,0.0,276,53,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,8,0.0,0.0,0.0,4,0,5
R03434,3.0,0.0,0.0,151,46,2,2,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,4,0,7
R03435,3.0,0.0,0.0,145,72,4,2,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,4,0,10
R03436,3.0,0.0,0.0,216,21,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,0,10
R03437,3.0,0.0,0.0,175,4,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,605.0,10.0,1,2,8
R03438,3.0,0.0,0.0,40,0,3,2,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.0,402.0,90.0,3,2,5
R03439,3.0,0.0,0.0,136,0,2,2,2,8,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4.0,402.0,150.0,3,4,11
R03440,3.0,0.0,0.0,196,36,4,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,4,6
R03441,3.0,0.0,0.0,36,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,4,3,7
R03442,3.0,0.0,0.0,170,0,4,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,4,3,31
R03443,3.0,0.0,0.0,112,31,4,2,1,6,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,7.0,402.0,42.0,1,4,7
R03444,3.0,0.0,0.0,126,0,4,2,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0.0,0.0,0.0,4,2,7
R03445,3.0,0.0,0.0,168,48,4,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.0,402.0,32.0,1,3,8
R03446,3.0,0.0,0.0,72,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.0,402.0,90.0,3,2,5
R03447,3.0,0.0,0.0,180,0,3,2,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,4,0,7
