resume_seq,reg_date,updated_date,degree,graduate_date,hope_salary,last_salary,job_code_seq1,career_job_code,hischool_type_seq,hischool_special_type,hischool_nation,hischool_gender,hischool_location_seq,univ_type_seq1,univ_type_seq2,univ_transfer,univ_location,univ_major_type,univ_score,language,score,job,certificate_cnt,career
U03482,20,10,4,1,0.0,2.0,7,2,21,1,2,2,13,4,5,0,13,5,2,0,0,10,2,6
U03483,20,7,4,2,3.0,4.0,2,4,21,2,0,2,11,5,5,0,11,5,3,5,3,9,1,5
U03484,19,1,4,0,1.0,2.0,7,4,21,1,2,1,6,5,5,0,7,5,2,5,3,5,5,6
U03485,17,5,4,1,0.0,2.0,7,3,21,1,2,1,5,5,5,0,7,9,4,5,3,5,0,4
U03486,15,11,4,1,0.0,3.0,7,4,8,4,2,2,3,5,5,0,18,9,2,5,3,10,2,2
U03487,16,3,4,2,6.0,6.0,7,4,21,1,2,2,3,0,0,0,0,8,2,5,3,0,0,0
U03488,20,4,3,1,0.0,0.0,7,1,21,1,2,2,8,0,0,0,0,9,2,5,3,0,0,4
U03489,19,0,4,1,2.0,1.0,7,4,19,3,2,1,3,5,5,0,3,9,4,5,3,0,4,6
U03490,12,9,4,1,3.0,2.0,7,4,21,1,2,3,3,5,5,0,3,9,1,5,3,5,1,2
U03491,17,10,4,1,0.0,4.0,6,2,0,0,1,0,0,5,5,0,3,5,3,5,3,7,2,5
U03492,16,9,4,1,3.0,2.0,7,5,21,1,0,2,3,5,5,0,3,10,3,5,3,0,2,2
U03493,17,3,4,0,0.0,0.0,7,4,21,1,0,3,13,5,5,0,3,3,3,0,1,0,2,6
U03494,14,0,2,3,0.0,7.0,7,2,21,2,0,2,18,5,5,0,5,3,1,5,3,7,1,3
U03495,18,5,4,1,0.0,1.0,4,4,21,1,0,3,12,5,5,0,12,19,2,5,3,5,3,2
U03496,16,9,4,1,0.0,2.0,7,4,0,0,1,0,0,5,5,0,3,9,2,5,3,5,0,2
U03497,20,10,4,0,2.0,2.0,7,3,21,1,0,3,5,5,5,0,3,9,2,0,0,5,1,6
U03498,20,8,4,1,1.0,1.0,7,4,21,1,2,3,3,5,5,0,5,9,3,5,3,5,0,6
U03499,20,9,4,1,4.0,4.0,7,2,21,2,2,2,3,5,5,0,17,3,4,5,3,7,1,5
U03500,19,10,4,1,0.0,0.0,7,4,19,3,2,1,5,5,5,0,3,9,2,5,3,5,0,6
U03501,17,2,4,1,0.0,2.0,7,4,21,1,2,1,3,5,5,0,3,9,1,5,3,10,3,2
U03502,19,4,2,2,0.0,3.0,4,4,21,1,2,1,5,5,5,0,18,23,1,5,3,5,0,5
U03503,20,4,4,1,2.0,2.0,7,4,0,0,1,0,11,5,5,0,17,9,2,5,3,5,2,6
U03504,19,7,4,1,0.0,1.0,7,4,21,1,0,3,3,5,5,0,3,19,2,5,3,5,0,6
U03505,20,1,4,1,2.0,1.0,7,4,0,0,1,0,0,5,5,0,3,9,3,5,3,5,0,6
U03506,19,3,4,1,0.0,0.0,7,4,19,3,2,1,3,5,5,0,3,9,2,5,3,5,2,6
U03507,18,5,4,1,0.0,0.0,7,4,21,1,2,3,7,3,5,0,7,20,2,5,3,5,0,4
U03508,16,4,4,1,0.0,0.0,2,3,21,1,2,3,3,5,5,0,3,9,2,5,3,5,2,6
U03509,20,10,4,2,4.0,4.0,7,4,21,1,2,2,3,5,5,0,5,3,2,5,3,7,0,5
U03510,19,1,4,1,2.0,2.0,7,4,21,1,0,1,3,5,5,0,5,3,3,5,3,0,1,2
U03511,18,1,4,1,0.0,0.0,2,4,16,4,2,3,11,3,5,0,11,19,3,2,2,0,3,6
U03512,20,9,4,1,2.0,3.0,7,4,0,0,1,0,0,0,0,0,0,9,2,0,1,1,0,2
U03513,18,7,4,3,0.0,4.0,7,4,21,1,2,1,3,5,5,0,3,2,3,5,3,5,1,3
U03514,19,0,4,1,0.0,2.0,7,4,21,1,0,1,3,5,5,0,5,3,2,5,3,0,1,6
U03515,7,0,4,1,0.0,0.0,7,4,0,0,1,0,0,5,5,0,17,3,3,5,3,7,3,5
U03516,20,10,4,1,2.0,2.0,4,4,21,1,2,3,3,5,5,0,17,9,1,5,3,1,1,2
U03517,20,7,4,1,3.0,3.0,7,1,0,0,1,0,0,5,5,0,5,0,1,5,3,0,0,2
U03518,12,4,3,1,3.0,2.0,7,4,21,1,0,1,3,5,7,0,3,9,2,0,0,5,0,2
U03519,19,5,5,1,0.0,2.0,7,4,21,1,2,3,11,3,5,0,6,4,1,5,3,3,4,6
U03520,20,3,4,0,0.0,0.0,7,3,19,3,2,1,5,5,5,0,3,9,3,0,2,5,0,6
U03521,18,1,2,1,1.0,1.0,6,2,21,1,0,2,3,0,0,0,0,8,2,5,3,10,1,2
U03522,20,2,4,3,5.0,4.0,7,4,21,1,2,2,3,5,5,0,3,2,3,5,3,7,0,0
U03523,20,7,4,1,0.0,2.0,7,3,21,1,0,3,12,5,5,0,3,4,2,5,3,5,5,6
U03524,20,2,4,0,0.0,2.0,7,4,21,2,0,3,5,5,5,0,5,9,4,5,3,0,1,6
U03525,20,7,4,0,0.0,0.0,7,5,21,2,2,2,3,5,5,0,5,3,2,0,0,8,4,6
U03526,20,7,4,2,0.0,5.0,7,4,21,1,2,2,3,5,5,0,5,17,1,5,3,7,3,5
U03527,20,9,4,1,0.0,1.0,2,1,0,0,1,0,3,0,0,0,0,3,1,5,3,1,4,6
U03528,20,8,4,1,0.0,1.0,7,1,19,3,2,1,5,5,5,0,3,9,3,5,3,0,3,6
U03529,19,10,4,2,4.0,3.0,7,4,0,0,1,0,7,5,5,0,7,3,2,5,3,7,1,5
U03530,18,1,4,1,0.0,2.0,4,2,21,1,2,3,3,0,0,0,0,9,2,5,3,8,1,2
U03531,16,6,4,1,0.0,2.0,2,2,21,1,2,2,3,5,5,0,3,3,3,5,3,1,4,6
U03532,18,4,4,2,0.0,5.0,7,4,21,1,0,2,11,5,5,0,3,3,2,5,3,10,1,5
U03533,17,0,4,1,3.0,3.0,7,1,21,1,0,2,3,5,5,0,3,8,3,5,3,7,2,2
U03534,20,5,4,2,7.0,7.0,7,3,21,1,0,3,7,3,5,0,7,19,2,5,3,5,0,0
U03535,16,10,4,0,0.0,3.0,7,4,22,1,0,3,5,5,5,0,3,9,2,5,3,5,3,2
U03536,19,2,4,0,1.0,1.0,7,4,21,1,0,1,5,0,0,0,0,9,2,5,3,1,2,6
U03537,20,3,4,1,0.0,5.0,7,1,21,1,2,3,3,5,5,0,3,9,2,5,3,1,0,5
U03538,16,0,4,1,3.0,2.0,2,1,21,1,0,1,3,5,5,0,3,3,3,5,3,10,0,6
U03539,17,2,4,1,4.0,4.0,7,1,0,0,1,0,0,0,0,0,0,8,3,5,3,0,4,2
U03540,16,4,4,1,0.0,4.0,2,4,21,2,2,2,3,5,5,0,15,4,3,5,3,1,2,4
U03541,18,0,3,1,0.0,2.0,7,4,21,1,2,2,10,5,5,0,10,9,2,2,0,1,4,6
U03542,20,2,4,0,0.0,2.0,7,4,21,1,2,3,10,5,5,0,10,9,3,5,3,0,1,2
U03543,19,7,4,1,1.0,1.0,7,4,21,1,2,1,7,5,5,0,5,9,3,5,3,3,0,6
U03544,20,10,4,1,0.0,0.0,7,4,21,1,2,2,3,5,5,0,3,6,4,5,3,10,0,2
U03545,17,5,4,0,3.0,3.0,7,4,0,0,1,0,17,0,0,0,0,9,2,5,3,0,1,2
U03546,20,3,4,1,0.0,3.0,7,2,0,0,1,0,0,5,5,0,17,9,2,5,3,0,0,6
U03547,19,11,4,1,0.0,0.0,7,4,21,1,0,1,3,5,5,0,3,2,2,5,3,0,2,2
U03548,17,8,4,1,0.0,2.0,7,3,0,0,1,0,5,5,5,0,3,20,1,5,3,5,1,2
U03549,16,11,4,2,0.0,4.0,7,4,0,0,1,0,0,5,5,0,3,5,2,5,3,7,0,5
U03550,14,0,4,2,0.0,2.0,7,5,21,1,0,3,4,5,5,0,5,0,3,5,3,8,1,5
U03551,15,6,4,2,0.0,4.0,7,2,21,1,2,2,3,5,5,0,5,3,2,0,0,5,1,0
U03552,18,1,4,1,1.0,1.0,7,4,21,1,2,3,9,5,5,0,9,9,3,5,3,10,3,6
U03553,19,10,4,1,3.0,3.0,7,4,21,1,2,2,3,5,5,0,3,9,2,0,2,10,0,2
U03554,18,7,4,2,0.0,3.0,7,4,21,1,2,3,12,5,5,0,3,9,2,5,3,5,0,4
U03555,20,4,4,1,0.0,0.0,7,2,0,0,1,0,0,5,5,0,3,10,4,5,3,0,2,6
U03556,15,7,4,1,0.0,4.0,7,4,21,1,2,2,11,5,5,0,3,4,3,5,3,0,2,4
U03557,14,7,4,1,0.0,4.0,7,4,21,1,2,2,17,3,5,0,18,4,2,5,3,10,4,4
U03558,17,9,4,2,0.0,2.0,7,1,21,1,2,2,9,5,5,0,7,3,3,0,0,7,3,2
U03559,19,4,4,1,0.0,0.0,7,4,21,1,2,1,14,3,5,0,8,19,2,5,3,5,1,6
U03560,17,6,4,1,3.0,3.0,7,4,21,1,2,3,9,5,5,0,7,4,1,5,3,1,2,2
U03561,19,5,4,1,0.0,5.0,7,4,0,0,1,0,0,0,0,0,0,5,4,5,3,1,0,5
U03562,18,9,4,0,0.0,0.0,7,4,21,1,2,3,16,5,5,0,3,9,3,5,3,5,1,6
U03563,19,9,4,0,0.0,0.0,7,4,21,1,0,1,17,5,5,0,10,9,4,5,3,5,3,6
U03564,20,5,5,1,0.0,0.0,7,4,21,2,2,2,3,5,5,0,5,0,1,5,3,7,1,3
U03565,18,2,4,1,0.0,2.0,7,4,20,3,2,1,5,5,5,0,3,19,2,0,0,0,0,2
U03566,20,9,4,1,2.0,2.0,7,2,21,1,2,3,3,5,5,0,11,8,1,5,3,9,4,2
U03567,20,0,3,1,0.0,0.0,7,4,21,1,2,1,13,5,10,0,5,10,1,5,3,9,0,4
U03568,20,9,5,2,3.0,3.0,7,2,21,1,0,3,8,5,5,0,8,8,4,5,3,0,2,2
U03569,17,6,4,1,0.0,2.0,7,4,21,1,0,1,5,5,5,0,17,9,3,5,3,0,3,2
U03570,18,9,4,0,0.0,2.0,7,4,0,0,1,0,0,5,5,0,5,9,3,0,2,5,2,6
U03571,20,0,4,2,2.0,2.0,7,4,21,2,0,3,17,5,5,0,17,4,4,5,3,5,0,2
U03572,20,10,3,2,2.0,2.0,7,4,0,0,1,0,3,5,10,0,3,7,2,5,3,10,0,5
U03573,19,5,4,1,5.0,4.0,7,4,21,1,0,1,5,0,0,0,0,9,4,5,3,5,0,5
U03574,18,5,4,1,0.0,3.0,7,4,21,1,2,3,3,0,0,0,0,9,1,2,1,0,2,4
U03575,16,3,4,1,3.0,2.0,7,4,21,1,2,2,17,5,5,0,10,4,1,0,0,9,7,6
U03576,19,5,4,1,0.0,0.0,4,4,21,1,2,3,3,5,5,0,3,20,2,5,3,5,0,6
U03577,9,2,4,1,4.0,4.0,7,4,21,1,2,1,3,5,8,0,17,2,2,5,3,9,0,5
U03578,17,6,4,1,0.0,0.0,7,4,21,1,0,1,5,5,5,0,17,9,1,0,0,5,0,6
U03579,20,5,4,0,0.0,0.0,7,4,21,1,0,1,5,5,5,0,3,9,1,0,1,0,1,6
U03580,17,9,4,0,3.0,3.0,7,4,21,1,0,3,6,0,0,0,0,4,3,5,3,10,5,6
U03581,15,4,4,1,0.0,5.0,7,1,21,1,2,2,3,5,5,0,18,9,1,5,3,3,0,4
U03582,15,4,4,1,0.0,2.0,7,3,21,2,0,1,5,5,5,0,3,9,1,5,3,5,0,2
U03583,17,3,5,2,0.0,4.0,7,4,21,1,0,3,3,5,5,0,3,19,1,5,3,1,0,4
U03584,17,7,4,1,4.0,4.0,7,4,21,1,2,1,5,5,5,0,3,4,3,5,3,0,0,2
U03585,11,11,4,2,0.0,4.0,7,4,21,1,2,1,3,5,5,0,19,9,4,5,3,9,0,4
U03586,20,2,4,0,2.0,3.0,7,4,21,1,2,3,3,5,5,0,3,20,3,5,3,5,0,6
U03587,20,8,4,1,1.0,3.0,7,4,21,1,0,1,5,5,5,0,17,9,2,5,3,6,0,6
U03588,18,0,4,1,0.0,2.0,2,0,21,1,2,1,15,5,5,0,3,0,2,5,3,1,0,6
U03589,17,1,4,1,0.0,1.0,7,4,8,4,0,1,13,5,5,0,5,19,1,5,3,5,2,6
U03590,14,9,4,1,2.0,2.0,2,4,21,2,2,3,3,0,0,0,0,4,2,5,3,1,5,4
U03591,20,9,4,1,2.0,10.0,7,4,21,1,2,1,17,0,0,0,0,19,2,5,3,5,2,6
U03592,20,0,4,1,3.0,3.0,2,2,21,1,2,2,3,5,5,0,3,11,2,5,3,9,2,2
U03593,12,3,4,1,0.0,3.0,7,4,21,1,2,1,5,5,5,0,5,3,2,5,3,10,1,2
U03594,17,2,3,1,0.0,3.0,7,2,21,1,2,3,3,0,0,0,0,4,3,5,3,8,1,4
U03595,13,2,6,2,4.0,3.0,8,1,21,1,2,3,3,5,5,0,10,0,2,5,3,1,0,5
U03596,14,3,4,2,0.0,2.0,7,1,16,4,0,1,3,5,5,0,5,15,3,5,3,7,0,6
U03597,20,2,4,2,5.0,5.0,7,4,21,1,2,1,17,5,5,0,10,4,3,5,3,7,1,0
U03598,20,7,4,0,2.0,4.0,7,1,21,2,2,2,3,5,5,0,5,5,1,5,3,1,2,6
U03599,18,2,4,1,0.0,2.0,7,4,21,1,0,2,3,0,0,0,0,10,3,5,3,7,4,6
U03600,20,10,5,1,2.0,2.0,7,4,21,1,0,1,3,0,0,0,0,9,2,5,3,1,1,6
U03601,12,10,4,1,4.0,3.0,7,4,21,1,0,3,15,3,5,0,15,0,1,5,3,0,1,4
U03602,16,10,3,1,2.0,4.0,2,4,21,1,0,2,13,5,5,0,5,10,4,5,3,1,2,6
U03603,17,8,4,2,4.0,3.0,7,2,21,1,2,1,3,5,5,0,3,10,3,5,3,10,1,5
U03604,20,4,4,1,1.0,2.0,7,2,21,1,0,1,10,5,5,0,10,9,2,5,3,5,0,6
U03605,19,2,4,1,0.0,0.0,7,4,21,1,2,3,13,5,5,0,3,9,2,5,3,0,1,6
U03606,20,9,4,1,1.0,2.0,7,4,21,1,2,1,10,5,5,0,3,4,2,5,3,0,0,6
U03607,12,5,4,2,4.0,4.0,7,4,21,1,0,1,15,5,8,0,15,9,3,5,3,0,0,5
U03608,20,8,2,1,2.0,2.0,7,1,0,0,1,0,0,5,5,0,11,5,4,5,3,2,1,6
U03609,20,3,4,1,0.0,0.0,7,4,21,1,0,3,6,5,5,0,5,19,2,5,3,5,0,6
U03610,10,2,5,2,5.0,5.0,7,4,21,1,0,2,3,3,5,0,15,4,2,5,3,5,2,4
U03611,19,11,4,2,2.0,1.0,7,4,21,1,0,3,16,5,5,0,11,19,1,5,3,9,2,2
U03612,15,9,4,2,5.0,5.0,7,4,21,1,2,3,3,5,5,0,3,9,4,5,3,5,0,5
U03613,20,4,4,2,0.0,0.0,7,3,21,1,2,3,3,5,5,0,3,0,3,5,3,5,2,5
U03614,20,10,4,2,3.0,4.0,7,4,0,0,1,0,0,5,5,0,3,18,3,5,3,7,1,4
U03615,13,8,2,1,0.0,3.0,7,4,21,1,2,2,3,3,6,0,3,5,4,5,3,10,2,5
U03616,20,7,4,1,1.0,1.0,7,4,18,4,0,1,13,5,5,0,17,4,3,5,3,5,4,6
U03617,16,9,4,1,3.0,4.0,7,4,21,1,0,1,5,5,5,0,10,14,4,5,3,1,4,2
U03618,17,6,4,1,0.0,2.0,7,0,0,0,1,0,0,0,0,0,0,9,2,5,3,3,2,4
U03619,14,4,4,2,3.0,3.0,4,4,16,4,2,3,3,5,5,0,3,9,3,5,3,5,1,5
U03620,19,9,4,1,2.0,2.0,7,3,21,1,2,1,6,5,5,0,6,4,2,5,3,5,0,6
U03621,14,0,4,1,2.0,2.0,7,5,21,1,2,3,7,5,5,0,7,9,2,5,3,0,3,6
U03622,12,5,4,1,5.0,5.0,7,4,0,0,1,0,0,0,0,0,0,5,3,5,3,0,3,4
U03623,15,1,4,1,0.0,6.0,7,3,0,0,1,0,3,5,5,0,3,9,2,5,3,5,1,5
U03624,19,8,4,1,0.0,0.0,7,1,21,1,0,2,3,5,5,0,3,5,2,5,3,5,2,6
U03625,20,4,4,1,0.0,2.0,7,3,0,0,1,0,11,5,5,0,5,0,2,5,3,0,1,6
U03626,18,7,2,1,0.0,2.0,7,2,0,0,1,0,0,3,6,0,3,3,4,5,3,10,2,4
U03627,16,9,2,2,4.0,4.0,7,5,21,1,2,3,3,5,5,0,3,8,3,5,3,6,1,5
U03628,20,3,4,2,2.0,2.0,2,2,21,1,0,1,3,5,5,0,17,5,1,5,3,1,0,4
U03629,9,11,4,1,0.0,0.0,7,3,21,1,0,1,18,5,5,0,18,9,1,5,3,5,2,5
U03630,15,5,3,1,3.0,3.0,4,3,21,1,0,2,9,5,5,0,7,4,1,5,3,5,1,4
U03631,8,6,4,1,0.0,9.0,7,4,21,1,2,2,15,5,5,0,15,9,3,5,3,1,1,5
U03632,15,7,4,0,0.0,0.0,7,4,21,1,2,1,16,3,5,0,16,4,1,5,3,0,1,2
U03633,20,10,4,1,1.0,0.0,2,1,21,1,0,1,5,5,5,0,5,10,3,5,3,1,3,6
U03634,20,11,4,1,3.0,3.0,7,4,20,3,2,1,11,3,5,0,11,3,3,5,3,0,1,2
U03635,19,5,4,1,3.0,2.0,7,4,21,1,2,3,3,5,5,0,3,0,2,5,3,5,0,2
U03636,14,2,4,0,0.0,0.0,7,4,21,1,2,3,3,5,5,0,10,4,2,5,3,10,4,4
U03637,14,3,4,1,2.0,2.0,7,4,21,2,0,3,17,3,5,0,15,4,1,5,3,5,3,2
U03638,20,9,4,1,0.0,0.0,7,4,21,1,2,1,14,5,5,0,3,8,2,0,0,0,2,6
U03639,20,7,4,1,0.0,1.0,7,3,20,3,2,1,3,5,5,0,3,9,2,5,3,5,1,6
U03640,19,7,4,0,3.0,2.0,7,4,21,1,0,2,3,5,5,0,3,18,4,5,3,0,0,6
U03641,17,6,4,1,2.0,2.0,4,3,21,1,2,1,3,5,5,0,5,9,1,5,3,5,0,6
U03642,15,7,4,1,3.0,0.0,7,1,16,4,0,3,13,5,5,0,17,7,2,5,3,0,3,2
U03643,20,6,4,1,3.0,2.0,7,4,21,1,0,1,7,5,5,0,7,0,2,5,3,10,2,6
U03644,20,5,2,1,1.0,1.0,7,4,0,0,1,0,0,5,5,0,18,7,1,5,3,5,2,6
U03645,19,2,4,0,0.0,0.0,7,4,21,1,2,3,3,0,0,0,0,9,1,5,3,3,3,6
U03646,19,11,4,1,0.0,2.0,7,1,2,4,0,1,4,5,5,0,18,9,2,5,3,5,2,2
U03647,18,11,5,1,2.0,2.0,7,4,21,1,2,3,9,5,5,0,7,9,2,0,2,5,3,6
U03648,19,2,4,1,0.0,1.0,7,4,0,0,1,0,7,3,5,0,7,19,1,5,3,5,2,6
U03649,17,0,4,0,0.0,3.0,7,4,0,0,1,0,0,5,5,0,18,9,3,5,3,0,3,6
U03650,19,0,4,1,2.0,2.0,7,4,21,1,0,2,11,5,5,0,11,0,3,5,3,0,1,6
U03651,19,0,3,1,2.0,2.0,7,4,0,0,1,0,0,0,0,0,0,9,2,5,3,5,0,6
U03652,15,5,4,1,0.0,6.0,4,4,21,1,0,3,11,3,5,0,11,5,3,5,3,5,1,5
U03653,18,11,4,1,2.0,1.0,2,2,21,1,2,2,3,5,5,0,10,5,3,5,3,9,2,2
U03654,20,3,3,1,2.0,2.0,7,4,0,0,1,0,0,5,10,0,5,7,3,5,3,1,1,2
U03655,18,4,3,2,0.0,0.0,7,4,21,1,2,3,11,5,5,0,11,9,3,5,3,5,0,5
U03656,20,10,4,1,0.0,1.0,4,4,21,1,0,3,15,5,5,0,15,4,2,5,3,5,0,2
U03657,20,11,4,1,0.0,4.0,7,4,21,1,2,3,11,0,0,0,0,3,4,5,3,1,0,2
U03658,19,3,4,1,0.0,0.0,7,4,0,0,1,0,0,0,0,0,0,9,2,5,3,5,0,6
U03659,20,8,4,1,0.0,2.0,7,1,21,1,0,3,6,3,5,0,6,0,3,0,0,0,1,6
U03660,19,10,4,1,0.0,3.0,7,4,21,2,2,2,3,5,5,0,17,3,3,0,0,10,0,6
U03661,20,1,4,2,1.0,2.0,2,1,21,2,2,2,3,0,0,0,0,8,3,0,1,1,2,6
U03662,14,3,3,1,0.0,0.0,7,3,0,0,1,0,0,0,0,0,0,9,4,5,3,5,2,2
U03663,20,9,4,2,3.0,3.0,6,4,0,0,1,0,0,3,5,0,9,8,3,5,3,10,0,4
U03664,19,3,4,1,2.0,2.0,7,4,21,1,2,3,7,3,5,0,7,19,2,5,3,10,4,2
U03665,14,0,4,0,3.0,3.0,7,4,21,2,0,3,18,0,0,0,0,9,3,5,3,5,2,2
U03666,20,8,4,1,0.0,0.0,7,4,0,0,1,0,0,5,5,0,3,10,3,5,3,8,2,6
U03667,20,8,4,1,5.0,5.0,7,4,21,1,2,1,5,5,5,0,5,3,4,5,3,7,1,5
U03668,17,7,4,1,0.0,1.0,7,1,21,1,0,3,15,5,5,0,5,9,3,5,3,3,1,6
U03669,19,2,4,1,0.0,0.0,7,4,21,1,2,1,5,5,5,0,5,9,2,5,3,5,5,6
U03670,16,5,4,1,5.0,4.0,7,4,0,0,1,0,0,0,0,0,0,9,2,5,3,5,0,5
U03671,20,1,4,1,0.0,1.0,4,4,19,3,2,1,12,5,5,0,5,9,1,5,3,5,1,6
U03672,14,0,4,1,0.0,3.0,6,1,21,1,2,1,3,5,5,0,4,0,3,5,3,10,2,2
U03673,16,9,4,1,0.0,3.0,7,4,0,0,1,0,0,3,5,0,8,4,3,5,3,5,1,4
U03674,11,0,5,2,0.0,4.0,7,0,21,1,2,2,3,5,5,0,3,9,2,5,3,3,0,5
U03675,20,0,4,0,1.0,0.0,4,4,0,0,1,0,0,5,5,0,5,9,4,5,3,1,3,6
U03676,16,9,4,1,0.0,0.0,7,4,21,1,2,3,3,5,5,0,3,4,3,5,3,5,2,2
U03677,20,2,4,1,2.0,2.0,7,4,21,1,2,3,12,5,5,0,3,9,2,5,3,0,4,6
U03678,20,9,5,1,1.0,2.0,7,4,21,1,0,1,5,5,5,0,5,9,2,5,3,0,2,6
U03679,20,10,4,0,0.0,0.0,7,4,21,1,2,2,11,5,5,0,12,0,2,0,2,0,0,6
U03680,13,5,4,1,2.0,2.0,7,5,21,1,0,1,11,5,5,0,5,0,2,5,3,0,2,2
U03681,17,6,4,2,2.0,2.0,4,4,0,0,1,0,8,0,0,0,0,4,2,5,3,5,4,4
U03682,15,8,4,1,0.0,2.0,7,5,21,1,2,3,9,5,5,0,7,9,1,5,3,0,0,2
U03683,20,8,4,1,0.0,2.0,7,1,0,0,1,0,0,5,5,0,3,9,4,5,3,5,0,2
U03684,19,0,4,0,0.0,2.0,7,4,21,1,2,2,10,3,5,0,10,10,2,5,3,0,6,6
U03685,11,0,5,1,0.0,3.0,7,2,21,1,0,3,4,5,5,0,4,4,1,0,1,0,0,2
U03686,15,4,4,2,0.0,6.0,7,4,21,1,2,2,10,3,5,0,10,13,4,5,3,9,1,0
U03687,14,0,4,2,0.0,4.0,7,4,21,1,0,2,3,5,5,0,4,4,2,5,3,10,2,5
U03688,19,2,4,1,0.0,0.0,7,4,21,1,2,1,5,5,5,0,3,9,3,5,3,0,3,6
U03689,10,8,4,2,4.0,4.0,7,4,21,1,2,3,3,3,5,0,4,9,3,5,3,0,0,5
U03690,14,11,4,1,4.0,3.0,7,2,21,1,2,2,3,5,5,0,3,9,4,5,3,7,1,4
U03691,18,2,4,0,1.0,3.0,7,4,0,0,1,0,8,5,10,0,5,9,1,5,3,5,9,6
U03692,14,3,4,2,0.0,1.0,2,4,0,0,1,0,5,5,5,0,3,5,1,5,3,4,4,4
U03693,20,10,4,1,0.0,0.0,7,4,21,1,0,1,9,5,5,0,7,9,3,5,3,0,0,6
U03694,11,4,4,2,0.0,0.0,7,4,0,0,1,0,0,5,5,0,7,19,2,5,3,0,6,0
U03695,18,2,3,2,0.0,3.0,7,4,21,1,2,3,3,5,10,0,5,7,2,5,3,10,0,0
U03696,19,5,4,1,0.0,0.0,7,4,21,1,2,3,9,5,5,0,9,5,3,5,3,5,0,6
U03697,14,11,4,1,5.0,4.0,7,4,21,1,0,2,5,5,5,0,3,5,2,5,3,7,1,5
U03698,13,8,3,1,2.0,2.0,4,4,0,0,1,0,0,0,0,0,0,0,4,5,3,5,1,2
U03699,14,3,4,1,0.0,4.0,2,4,21,1,2,2,3,5,5,0,5,7,3,5,3,9,1,4
U03700,18,10,4,1,2.0,2.0,7,4,21,1,2,3,7,3,5,0,7,19,2,5,3,5,0,2
U03701,20,4,4,1,3.0,2.0,7,4,21,1,2,3,6,5,5,0,11,20,1,5,3,0,3,4
U03702,20,2,4,2,2.0,0.0,2,1,21,1,0,2,3,5,5,0,3,5,3,5,3,8,1,4
U03703,20,6,4,1,5.0,5.0,7,4,21,1,2,1,7,5,5,0,7,0,3,5,3,5,0,5
U03704,20,8,4,1,0.0,0.0,7,4,21,1,0,1,9,5,5,0,7,20,2,5,3,0,0,6
U03705,19,11,4,2,5.0,4.0,7,2,21,1,0,1,11,5,5,0,6,4,2,5,3,7,1,5
U03706,19,8,4,1,0.0,0.0,7,4,21,1,0,1,5,0,0,0,0,19,3,5,3,0,0,6
U03707,19,7,4,1,0.0,2.0,7,4,21,1,2,3,3,5,5,0,5,20,2,5,3,5,0,2
U03708,18,8,4,2,0.0,0.0,2,1,21,1,2,2,5,5,5,0,3,3,2,5,3,1,1,5
U03709,8,9,5,2,0.0,5.0,7,4,21,1,2,2,9,5,5,0,7,5,2,5,3,10,2,0
U03710,16,4,4,1,0.0,0.0,7,3,21,1,0,3,15,3,5,0,15,4,3,5,3,5,3,2
U03711,20,5,4,3,3.0,6.0,2,1,21,1,2,2,3,5,5,0,3,3,1,5,3,4,0,1
U03712,20,11,4,1,2.0,0.0,7,4,0,0,1,0,0,0,0,0,0,9,2,5,3,0,1,6
U03713,15,1,5,2,3.0,2.0,7,4,21,2,2,3,3,5,5,0,3,0,3,5,3,8,1,2
U03714,13,0,4,1,0.0,2.0,7,3,0,0,1,0,5,5,5,0,3,9,1,5,3,5,0,4
U03715,20,5,4,1,0.0,6.0,7,2,21,1,2,2,3,3,6,0,3,8,3,5,3,10,0,3
U03716,20,4,4,1,2.0,2.0,7,4,21,1,2,3,3,5,5,0,3,9,3,5,3,5,0,6
U03717,20,2,4,1,0.0,0.0,2,4,21,1,2,2,3,5,5,0,3,3,2,5,3,10,3,6
U03718,19,6,4,1,0.0,1.0,4,4,21,1,2,3,3,5,5,0,3,9,4,5,3,0,2,6
U03719,18,3,4,1,0.0,0.0,7,4,21,1,0,2,15,3,5,0,15,4,3,5,3,10,2,6
U03720,18,0,4,0,2.0,2.0,7,3,21,1,0,3,15,5,5,0,10,4,3,5,3,5,0,6
U03721,20,2,5,0,2.0,2.0,7,3,21,1,0,1,11,5,5,0,3,0,2,5,3,5,1,6
U03722,14,7,4,2,0.0,4.0,7,4,0,0,1,0,0,5,5,0,17,9,1,5,3,5,2,5
U03723,19,2,3,1,0.0,0.0,7,4,16,4,2,1,5,5,10,0,5,9,2,5,3,5,0,6
U03724,20,6,4,1,2.0,2.0,7,4,0,0,1,0,11,5,5,0,11,4,1,5,3,5,3,6
U03725,16,4,4,2,0.0,0.0,7,4,21,1,0,1,4,5,5,0,18,8,2,5,3,1,0,0
U03726,20,0,4,1,2.0,2.0,7,1,21,2,2,1,3,5,5,0,3,9,2,5,3,3,0,5
U03727,20,10,4,1,2.0,2.0,7,4,0,0,1,0,0,5,5,0,9,8,2,5,3,0,1,2
U03728,8,10,4,1,0.0,5.0,7,4,16,4,2,3,3,5,5,0,3,9,1,5,3,9,2,5
