recruitment_seq,address_seq1,address_seq2,address_seq3,career_end,career_start,education,major_task,qualifications,text_keyword,check_box_keyword_cnt,company_type_seq,supply_kind,employee,company_size,recruit_code
R02864,3.0,0.0,0.0,0,0,4,2,1,1,2,2.0,402.0,310.0,2,3
R02865,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,4
R02866,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R02867,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R02868,3.0,0.0,0.0,0,0,3,2,2,8,2,2.0,402.0,90.0,3,2
R02869,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,4
R02870,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,4
R02871,3.0,0.0,0.0,0,0,3,2,1,6,4,4.0,402.0,150.0,3,4
R02872,3.0,0.0,0.0,0,0,4,2,2,8,4,0.0,0.0,0.0,4,0
R02873,3.0,0.0,0.0,0,0,2,2,1,1,2,0.0,0.0,0.0,4,3
R02874,3.0,0.0,0.0,0,0,4,2,2,1,4,2.0,402.0,590.0,2,0
R02875,3.0,0.0,0.0,0,0,4,2,1,1,5,2.0,514.0,20.0,1,0
R02876,3.0,0.0,0.0,0,0,2,2,2,1,4,9.0,508.0,12.0,1,3
R02877,3.0,0.0,0.0,0,0,4,2,1,1,3,0.0,0.0,0.0,4,0
R02878,3.0,0.0,0.0,0,0,4,2,2,1,5,0.0,0.0,0.0,4,0
R02879,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R02880,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R02881,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,2
R02882,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R02883,3.0,0.0,0.0,0,0,2,2,2,1,8,0.0,0.0,0.0,4,0
R02884,3.0,0.0,0.0,0,0,4,2,2,1,2,3.0,402.0,150.0,3,2
R02885,3.0,0.0,0.0,0,0,4,2,1,1,3,2.0,100.0,145.0,3,3
R02886,3.0,0.0,0.0,0,0,3,2,2,1,3,2.0,402.0,60.0,3,2
R02887,3.0,0.0,0.0,0,0,4,2,2,0,3,0.0,0.0,0.0,4,2
R02888,3.0,0.0,0.0,0,0,4,2,1,1,3,0.0,0.0,0.0,4,2
R02889,3.0,0.0,0.0,0,0,3,2,1,1,4,2.0,402.0,97.0,3,3
R02890,3.0,0.0,0.0,0,0,4,2,2,1,8,5.0,402.0,300.0,3,0
R02891,3.0,0.0,0.0,0,0,3,2,2,1,2,4.0,402.0,150.0,3,3
R02892,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R02893,3.0,0.0,0.0,0,0,2,2,2,1,3,2.0,100.0,22.0,1,3
R02894,5.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R02895,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,0
R02896,3.0,0.0,0.0,0,0,4,2,2,1,4,0.0,0.0,0.0,4,4
R02897,3.0,0.0,0.0,0,0,4,2,2,0,4,0.0,0.0,0.0,4,0
R02898,3.0,0.0,0.0,0,0,4,2,1,1,2,9.0,402.0,20.0,1,3
R02899,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R02900,3.0,0.0,0.0,0,0,2,1,1,1,3,0.0,0.0,0.0,4,2
R02901,3.0,0.0,0.0,0,0,2,8,1,1,2,0.0,0.0,0.0,4,2
R02902,3.0,0.0,0.0,0,0,4,2,2,1,2,0.0,0.0,0.0,4,3
R02903,3.0,0.0,0.0,0,0,3,2,2,4,6,2.0,402.0,310.0,2,2
R02904,3.0,0.0,0.0,0,0,3,2,1,4,3,2.0,402.0,41.0,1,3
R02905,3.0,0.0,0.0,0,0,4,8,1,1,7,0.0,0.0,0.0,4,0
R02906,3.0,0.0,0.0,0,0,3,2,2,8,5,0.0,0.0,0.0,4,0
R02907,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R02908,3.0,0.0,0.0,0,0,3,2,1,1,3,2.0,100.0,250.0,3,2
R02909,3.0,0.0,0.0,0,0,4,2,1,1,4,7.0,402.0,42.0,1,4
R02910,3.0,0.0,0.0,0,0,3,2,1,5,3,0.0,0.0,0.0,4,1
R02911,3.0,0.0,0.0,0,0,4,2,1,1,5,2.0,100.0,145.0,3,0
R02912,3.0,0.0,0.0,0,0,3,2,2,1,8,0.0,0.0,0.0,4,0
R02913,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,2
R02914,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R02915,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R02916,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,0
R02917,3.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,3
R02918,3.0,0.0,0.0,0,0,2,2,2,1,3,0.0,0.0,0.0,4,3
R02919,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,0
R02920,3.0,0.0,0.0,0,0,3,2,1,1,10,0.0,0.0,0.0,4,0
R02921,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R02922,3.0,0.0,0.0,0,0,3,2,2,1,4,2.0,100.0,420.0,2,4
R02923,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,4
R02924,3.0,0.0,0.0,0,0,4,2,2,1,4,2.0,402.0,70.0,3,2
R02925,3.0,0.0,0.0,0,0,3,2,1,1,3,2.0,402.0,250.0,3,2
R02926,3.0,0.0,0.0,0,0,4,2,1,1,7,0.0,0.0,0.0,4,2
R02927,3.0,0.0,0.0,0,0,2,2,1,1,2,2.0,402.0,590.0,2,3
R02928,3.0,0.0,0.0,0,0,4,2,1,1,3,0.0,0.0,0.0,4,1
R02929,3.0,0.0,0.0,0,0,4,2,2,0,4,0.0,0.0,0.0,4,0
R02930,3.0,0.0,0.0,0,0,3,2,2,1,8,2.0,402.0,70.0,3,0
R02931,3.0,0.0,0.0,0,0,3,2,1,1,4,4.0,402.0,525.0,2,3
R02932,3.0,0.0,0.0,0,0,3,2,1,1,7,2.0,402.0,90.0,3,2
R02933,3.0,0.0,0.0,0,0,2,2,1,1,3,2.0,402.0,500.0,2,2
R02934,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R02935,3.0,0.0,0.0,0,0,3,2,1,4,2,0.0,0.0,0.0,4,3
R02936,5.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R02937,5.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R02938,3.0,0.0,0.0,0,0,4,2,1,1,3,0.0,0.0,0.0,4,2
R02939,3.0,0.0,0.0,0,0,2,2,1,1,4,9.0,508.0,28.0,1,4
R02940,3.0,0.0,0.0,0,0,3,2,2,1,5,0.0,0.0,0.0,4,0
R02941,3.0,0.0,0.0,0,0,2,2,1,1,5,2.0,402.0,60.0,3,0
R02942,3.0,0.0,0.0,0,0,3,2,1,1,3,2.0,402.0,90.0,3,3
R02943,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,4
R02944,3.0,0.0,0.0,0,0,4,2,1,1,4,5.0,402.0,300.0,3,4
R02945,3.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,4
R02946,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R02947,3.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,2
R02948,3.0,0.0,0.0,0,0,2,2,1,1,1,2.0,100.0,80.0,3,0
R02949,3.0,0.0,0.0,0,0,4,2,1,1,8,0.0,0.0,0.0,4,0
R02950,3.0,0.0,0.0,0,0,2,2,2,4,2,2.0,100.0,145.0,3,3
R02951,3.0,0.0,0.0,0,0,2,2,1,1,4,2.0,100.0,250.0,3,4
R02952,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R02953,3.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,2
R02954,3.0,0.0,0.0,0,0,3,2,2,1,4,0.0,0.0,0.0,4,2
R02955,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,2
R02956,3.0,0.0,0.0,0,0,2,2,2,1,5,0.0,0.0,0.0,4,0
R02957,3.0,0.0,0.0,0,0,4,2,1,1,8,0.0,0.0,0.0,4,0
R02958,11.0,0.0,0.0,0,0,4,2,2,1,4,0.0,0.0,0.0,4,4
R02959,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R02960,3.0,0.0,0.0,0,0,4,2,1,1,5,2.0,402.0,590.0,2,0
R02961,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R02962,3.0,0.0,0.0,0,0,2,2,1,1,4,2.0,402.0,60.0,3,4
R02963,3.0,0.0,0.0,0,0,3,2,2,1,3,0.0,0.0,0.0,4,3
R02964,3.0,0.0,0.0,0,0,3,2,1,1,6,4.0,402.0,525.0,2,0
R02965,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R02966,3.0,0.0,0.0,0,0,4,8,2,1,4,4.0,402.0,150.0,3,0
R02967,3.0,0.0,0.0,0,0,3,2,2,1,2,0.0,0.0,0.0,4,3
R02968,3.0,0.0,0.0,0,0,2,2,2,1,4,0.0,0.0,0.0,4,2
R02969,3.0,0.0,0.0,0,0,2,2,1,1,3,2.0,201.0,10.0,1,2
R02970,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,0
R02971,3.0,0.0,0.0,0,0,3,2,1,1,2,2.0,402.0,590.0,2,3
R02972,3.0,0.0,0.0,0,0,4,2,1,1,4,5.0,402.0,300.0,3,4
R02973,3.0,0.0,0.0,0,0,2,2,1,1,8,0.0,0.0,0.0,4,0
R02974,3.0,0.0,0.0,0,0,2,2,2,1,4,0.0,0.0,0.0,4,4
R02975,3.0,0.0,0.0,0,0,4,7,2,1,2,2.0,402.0,350.0,2,2
R02976,3.0,0.0,0.0,0,0,3,2,2,3,3,0.0,0.0,0.0,4,1
R02977,3.0,0.0,0.0,0,0,2,2,1,1,3,2.0,201.0,10.0,1,2
R02978,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R02979,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R02980,3.0,0.0,0.0,0,0,3,2,2,1,4,4.0,402.0,150.0,3,2
R02981,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R02982,3.0,0.0,0.0,0,0,2,2,2,1,5,0.0,0.0,0.0,4,0
R02983,5.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,2
R02984,3.0,0.0,0.0,0,0,2,2,2,1,4,4.0,402.0,130.0,3,4
R02985,3.0,0.0,0.0,0,0,3,2,2,1,6,0.0,0.0,0.0,4,0
R02986,3.0,0.0,0.0,0,0,4,2,1,1,3,7.0,501.0,30.0,1,4
R02987,3.0,0.0,0.0,0,0,3,2,2,1,2,0.0,0.0,0.0,4,3
R02988,3.0,0.0,0.0,0,0,2,2,2,1,2,0.0,0.0,0.0,4,3
R02989,3.0,0.0,0.0,0,0,3,2,1,6,4,2.0,100.0,100.0,3,4
R02990,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R02991,3.0,0.0,0.0,0,0,4,2,1,1,3,2.0,201.0,60.0,3,4
R02992,3.0,0.0,0.0,0,0,4,8,1,1,5,2.0,402.0,41.0,1,0
R02993,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,4
R02994,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R02995,3.0,0.0,0.0,0,0,4,2,2,1,4,0.0,0.0,0.0,4,4
R02996,3.0,0.0,0.0,0,0,4,2,1,1,5,0.0,0.0,0.0,4,0
R02997,3.0,0.0,0.0,0,0,3,2,2,8,5,0.0,0.0,0.0,4,0
R02998,3.0,0.0,0.0,0,0,4,2,1,1,5,0.0,0.0,0.0,4,0
R02999,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R03000,3.0,0.0,0.0,0,0,4,2,1,1,6,2.0,402.0,41.0,1,0
R03001,3.0,0.0,0.0,0,0,4,2,2,1,5,5.0,402.0,800.0,2,0
R03002,5.0,0.0,0.0,0,0,3,2,1,1,2,4.0,409.0,250.0,3,2
R03003,3.0,0.0,0.0,0,0,3,8,2,0,4,0.0,0.0,0.0,4,0
R03004,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R03005,3.0,0.0,0.0,0,0,3,2,2,1,5,4.0,402.0,32.0,1,2
R03006,3.0,0.0,0.0,0,0,3,2,1,1,8,0.0,0.0,0.0,4,0
R03007,3.0,0.0,0.0,0,0,2,2,1,1,3,2.0,100.0,270.0,3,1
R03008,3.0,0.0,0.0,0,0,4,2,2,1,4,0.0,0.0,0.0,4,2
R03009,3.0,0.0,0.0,0,0,4,2,2,1,3,0.0,0.0,0.0,4,2
R03010,3.0,0.0,0.0,0,0,2,2,2,1,4,0.0,0.0,0.0,4,4
R03011,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,2
R03012,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R03013,3.0,0.0,0.0,0,0,3,2,1,1,6,2.0,402.0,90.0,3,0
R03014,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,4
R03015,3.0,0.0,0.0,0,0,4,2,2,1,8,0.0,0.0,0.0,4,0
R03016,3.0,0.0,0.0,0,0,4,2,1,1,1,5.0,501.0,12223.0,0,3
R03017,3.0,0.0,0.0,0,0,4,2,1,1,6,5.0,402.0,300.0,3,0
R03018,3.0,0.0,0.0,0,0,4,2,1,1,5,0.0,0.0,0.0,4,4
R03019,3.0,0.0,0.0,0,0,4,2,1,1,3,2.0,402.0,390.0,2,3
R03020,3.0,0.0,0.0,0,0,3,2,1,1,4,5.0,402.0,300.0,3,4
R03021,3.0,0.0,0.0,0,0,2,2,1,1,3,2.0,402.0,500.0,2,2
R03022,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R03023,3.0,0.0,0.0,0,0,2,2,2,1,3,0.0,0.0,0.0,4,3
R03024,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R03025,3.0,0.0,0.0,0,0,4,2,2,1,3,4.0,402.0,525.0,2,2
R03026,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R03027,3.0,0.0,0.0,0,0,3,8,2,1,4,2.0,402.0,590.0,2,4
R03028,3.0,0.0,0.0,0,0,4,2,2,1,5,2.0,402.0,60.0,3,0
R03029,3.0,0.0,0.0,0,0,2,2,1,1,2,2.0,100.0,250.0,3,3
R03030,3.0,0.0,0.0,0,0,4,2,2,1,5,2.0,402.0,41.0,1,2
R03031,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R03032,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R03033,3.0,0.0,0.0,0,0,3,2,2,1,4,2.0,201.0,10.0,1,0
R03034,3.0,0.0,0.0,0,0,2,2,1,1,4,2.0,514.0,20.0,1,4
R03035,3.0,0.0,0.0,0,0,4,2,1,1,2,2.0,402.0,500.0,2,3
R03036,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,4
R03037,3.0,0.0,0.0,0,0,4,7,2,1,3,0.0,0.0,0.0,4,3
R03038,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R03039,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R03040,3.0,0.0,0.0,0,0,2,2,1,1,3,4.0,402.0,150.0,3,2
R03041,3.0,0.0,0.0,0,0,2,2,1,1,7,0.0,0.0,0.0,4,0
R03042,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R03043,5.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,2
R03044,3.0,0.0,0.0,0,0,4,2,1,1,3,2.0,402.0,260.0,3,3
R03045,3.0,0.0,0.0,0,0,3,2,2,1,4,0.0,0.0,0.0,4,4
R03046,3.0,0.0,0.0,0,0,4,2,2,1,8,2.0,402.0,310.0,2,0
R03047,3.0,0.0,0.0,0,0,2,2,2,1,6,2.0,402.0,500.0,2,0
R03048,3.0,0.0,0.0,0,0,4,2,1,1,2,2.0,514.0,20.0,1,3
R03049,5.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,3
R03050,3.0,0.0,0.0,0,0,2,2,2,1,4,2.0,100.0,250.0,3,4
R03051,3.0,0.0,0.0,0,0,3,2,1,1,6,0.0,0.0,0.0,4,0
R03052,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R03053,3.0,0.0,0.0,0,0,3,2,1,1,3,0.0,0.0,0.0,4,3
R03054,3.0,0.0,0.0,0,0,3,2,2,1,8,0.0,0.0,0.0,4,0
R03055,3.0,0.0,0.0,0,0,4,2,2,1,4,2.0,402.0,590.0,2,0
R03056,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R03057,3.0,0.0,0.0,0,0,2,2,1,1,8,0.0,0.0,0.0,4,3
R03058,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,3
R03059,3.0,0.0,0.0,0,0,3,2,1,1,7,0.0,0.0,0.0,4,0
R03060,3.0,0.0,0.0,0,0,4,2,1,1,4,4.0,402.0,525.0,2,0
R03061,3.0,0.0,0.0,0,0,4,2,1,1,6,2.0,514.0,20.0,1,0
R03062,5.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R03063,3.0,0.0,0.0,0,0,3,2,1,1,7,0.0,0.0,0.0,4,0
R03064,5.0,0.0,0.0,0,0,3,2,1,1,4,2.0,402.0,40.0,1,4
R03065,3.0,0.0,0.0,0,0,4,2,1,1,6,0.0,0.0,0.0,4,4
R03066,3.0,0.0,0.0,0,0,2,2,2,1,3,0.0,0.0,0.0,4,1
R03067,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R03068,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R03069,3.0,0.0,0.0,0,0,2,9,1,1,3,9.0,402.0,20.0,1,3
R03070,3.0,0.0,0.0,0,0,3,2,1,0,4,4.0,402.0,150.0,3,0
R03071,3.0,0.0,0.0,0,0,3,2,1,1,5,2.0,402.0,40.0,1,0
R03072,3.0,0.0,0.0,0,0,2,2,2,1,4,0.0,0.0,0.0,4,4
R03073,3.0,0.0,0.0,0,0,2,2,2,1,3,0.0,0.0,0.0,4,2
R03074,3.0,20.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,1
R03075,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R03076,3.0,0.0,0.0,0,0,4,2,1,1,7,2.0,100.0,145.0,3,0
R03077,3.0,0.0,0.0,0,0,3,2,1,1,3,2.0,201.0,10.0,1,2
R03078,3.0,0.0,0.0,0,0,4,2,1,6,6,0.0,0.0,0.0,4,2
R03079,3.0,0.0,0.0,0,0,3,2,1,8,5,0.0,0.0,0.0,4,0
R03080,3.0,0.0,0.0,0,0,2,2,1,1,4,2.0,402.0,500.0,2,4
R03081,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,4
R03082,3.0,0.0,0.0,0,0,3,2,0,1,8,0.0,0.0,0.0,4,0
R03083,3.0,0.0,0.0,0,0,3,2,1,1,6,2.0,402.0,90.0,3,0
R03084,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R03085,3.0,0.0,0.0,0,0,3,2,2,1,5,0.0,0.0,0.0,4,0
R03086,3.0,0.0,0.0,0,0,4,2,1,1,2,0.0,0.0,0.0,4,3
R03087,3.0,0.0,0.0,0,0,2,2,1,1,7,0.0,0.0,0.0,4,0
R03088,3.0,0.0,0.0,0,0,3,2,1,8,3,2.0,402.0,41.0,1,2
R03089,3.0,0.0,0.0,0,0,2,2,1,1,2,0.0,0.0,0.0,4,3
R03090,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,2
R03091,3.0,0.0,0.0,0,0,3,2,1,1,4,2.0,402.0,390.0,2,4
R03092,3.0,0.0,0.0,0,0,3,2,1,1,6,0.0,0.0,0.0,4,2
R03093,3.0,0.0,0.0,0,0,3,2,2,3,3,0.0,0.0,0.0,4,1
R03094,3.0,0.0,0.0,0,0,3,2,1,1,4,2.0,402.0,41.0,1,4
R03095,3.0,0.0,0.0,0,0,3,2,1,1,4,4.0,402.0,70.0,3,4
R03096,3.0,0.0,0.0,0,0,4,7,1,1,2,2.0,402.0,590.0,2,3
R03097,3.0,0.0,0.0,0,0,4,2,1,1,4,2.0,402.0,590.0,2,4
R03098,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R03099,3.0,0.0,0.0,0,0,4,2,1,1,3,0.0,0.0,0.0,4,3
R03100,3.0,0.0,0.0,0,0,3,2,2,1,2,0.0,0.0,0.0,4,3
R03101,3.0,0.0,0.0,0,0,2,2,0,1,10,0.0,0.0,0.0,4,0
R03102,3.0,0.0,0.0,0,0,4,2,1,4,2,0.0,0.0,0.0,4,3
R03103,3.0,0.0,0.0,0,0,2,2,2,1,4,0.0,0.0,0.0,4,2
R03104,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R03105,3.0,0.0,0.0,0,0,3,2,1,0,4,0.0,0.0,0.0,4,0
R03106,3.0,0.0,0.0,0,0,3,8,1,1,6,0.0,0.0,0.0,4,0
R03107,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R03108,3.0,0.0,0.0,0,0,4,8,1,1,5,0.0,0.0,0.0,4,0
R03109,3.0,0.0,0.0,0,0,3,2,1,1,4,2.0,402.0,130.0,3,0
R03110,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R03111,3.0,0.0,0.0,0,0,3,2,2,1,8,0.0,0.0,0.0,4,0
R03112,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,2
R03113,3.0,0.0,0.0,0,0,3,8,1,0,4,0.0,0.0,0.0,4,0
R03114,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,0
R03115,3.0,0.0,0.0,0,0,4,2,1,1,4,2.0,402.0,0.0,1,4
R03116,3.0,0.0,0.0,0,0,4,2,1,1,3,0.0,0.0,0.0,4,2
R03117,3.0,5.0,20.0,0,0,2,2,1,1,8,0.0,0.0,0.0,4,0
R03118,3.0,0.0,0.0,0,0,4,2,1,1,2,2.0,402.0,130.0,3,3
R03119,3.0,0.0,0.0,0,0,2,2,1,1,2,0.0,0.0,0.0,4,3
R03120,3.0,0.0,0.0,0,0,3,2,1,1,6,0.0,0.0,0.0,4,2
R03121,3.0,0.0,0.0,0,0,2,2,2,1,5,0.0,0.0,0.0,4,4
R03122,3.0,0.0,0.0,0,0,2,2,2,1,8,0.0,0.0,0.0,4,0
R03123,3.0,0.0,0.0,0,0,2,8,1,1,2,0.0,0.0,0.0,4,3
R03124,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,4
R03125,3.0,0.0,0.0,0,0,4,8,2,1,3,2.0,402.0,590.0,2,1
R03126,3.0,0.0,0.0,0,0,4,2,2,1,4,0.0,0.0,0.0,4,0
R03127,3.0,0.0,0.0,0,0,3,2,2,1,2,2.0,100.0,200.0,3,3
R03128,3.0,0.0,0.0,0,0,3,2,2,1,2,0.0,0.0,0.0,4,3
R03129,3.0,0.0,0.0,0,0,4,2,1,1,4,0.0,0.0,0.0,4,0
R03130,3.0,0.0,0.0,0,0,3,2,2,1,6,0.0,0.0,0.0,4,0
R03131,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R03132,3.0,0.0,0.0,0,0,3,2,2,1,5,0.0,0.0,0.0,4,0
R03133,3.0,0.0,0.0,0,0,4,2,1,1,1,0.0,0.0,0.0,4,2
R03134,5.0,0.0,0.0,0,0,2,2,1,1,3,0.0,0.0,0.0,4,3
R03135,3.0,0.0,0.0,0,0,2,2,2,1,4,2.0,100.0,200.0,3,0
R03136,3.0,0.0,0.0,0,0,4,2,1,1,2,4.0,402.0,120.0,3,3
R03137,3.0,0.0,0.0,0,0,3,2,2,1,2,4.0,402.0,525.0,2,3
R03138,3.0,0.0,0.0,0,0,3,2,1,6,4,4.0,402.0,150.0,3,4
R03139,3.0,0.0,0.0,0,0,3,2,1,1,4,2.0,402.0,60.0,3,4
R03140,3.0,0.0,0.0,0,0,3,2,1,1,2,0.0,0.0,0.0,4,3
R03141,3.0,0.0,0.0,0,0,3,2,2,1,4,0.0,0.0,0.0,4,4
R03142,3.0,0.0,0.0,0,0,4,7,2,1,7,2.0,100.0,180.0,3,0
R03143,3.0,0.0,0.0,0,0,2,2,1,1,5,0.0,0.0,0.0,4,0
R03144,3.0,0.0,0.0,0,0,3,2,2,1,3,0.0,0.0,0.0,4,1
R03145,3.0,0.0,0.0,0,0,2,2,2,1,4,0.0,0.0,0.0,4,4
R03146,3.0,0.0,0.0,0,0,2,2,1,1,6,2.0,100.0,80.0,3,4
R03147,3.0,0.0,0.0,0,0,4,7,1,1,3,0.0,0.0,0.0,4,3
R03148,3.0,0.0,0.0,0,0,3,2,2,1,4,0.0,0.0,0.0,4,4
R03149,3.0,0.0,0.0,0,0,2,2,1,1,4,0.0,0.0,0.0,4,4
R03150,3.0,0.0,0.0,0,0,4,2,1,1,5,0.0,0.0,0.0,4,0
R03151,3.0,0.0,0.0,0,0,3,2,1,1,2,4.0,402.0,525.0,2,3
R03152,3.0,0.0,0.0,0,0,4,2,2,1,4,4.0,402.0,60.0,3,0
R03153,3.0,0.0,0.0,0,0,3,2,2,0,4,0.0,0.0,0.0,4,0
R03154,3.0,0.0,0.0,0,0,2,7,2,1,2,0.0,0.0,0.0,4,2
R03155,3.0,0.0,0.0,0,0,3,2,2,1,2,2.0,402.0,310.0,2,3
R03156,3.0,0.0,0.0,0,0,2,2,2,1,4,0.0,0.0,0.0,4,4
R03157,3.0,0.0,0.0,0,0,4,8,2,1,2,2.0,402.0,590.0,2,2
R03158,3.0,0.0,0.0,0,0,2,2,2,1,8,0.0,0.0,0.0,4,2
R03159,3.0,0.0,0.0,0,0,3,2,1,1,5,2.0,100.0,145.0,3,0
R03160,3.0,0.0,0.0,0,0,2,2,1,1,2,0.0,0.0,0.0,4,3
R03161,3.0,0.0,0.0,0,0,3,8,2,1,2,7.0,100.0,170.0,3,3
R03162,3.0,0.0,0.0,0,0,3,2,1,1,5,0.0,0.0,0.0,4,0
R03163,3.0,0.0,0.0,0,0,3,2,1,1,4,0.0,0.0,0.0,4,2
R03164,3.0,0.0,0.0,0,0,3,8,2,0,2,2.0,402.0,250.0,3,3
R03165,3.0,0.0,0.0,0,0,3,2,1,1,8,4.0,402.0,70.0,3,2
