resume_seq,reg_date,updated_date,degree,graduate_date,hope_salary,last_salary,job_code_seq1,career_month,career_job_code,hischool_type_seq,hischool_special_type,hischool_nation,hischool_gender,hischool_location_seq,univ_type_seq1,univ_type_seq2,univ_transfer,univ_location,univ_major_type,univ_score,language,score,job,certificate_cnt,career,num_ng,user_preferred_location,task1,task2,task3,task4,task5,task6,task7
U04299,20,8,4,1,0.0,2.0,7,24,2,21,1,2,2,11,5,5,0,11,3,2,0.0,0.0,10,2,신입,2,3.0,0,2,0,0,0,0,0
U04300,20,7,4,1,0.0,3.0,7,80,4,21,1,0,1,3,0,0,0,0,9,2,0.0,0.0,10,8,4~6년,6,3.0,0,6,0,0,0,0,0
U04301,14,2,4,1,0.0,4.0,7,107,4,21,1,0,2,3,5,5,0,17,3,3,0.0,0.0,1,1,4~6년,11,3.0,0,11,0,0,0,0,0
U04302,19,6,4,1,0.0,2.0,7,70,4,21,1,0,1,5,0,0,0,0,4,2,0.0,0.0,0,3,1~3년,11,3.0,0,11,0,0,0,0,0
U04303,18,1,4,1,0.0,0.0,7,168,4,21,1,0,2,9,5,5,0,7,9,2,0.0,0.0,5,0,7~9년,3,3.0,0,3,0,0,0,0,0
U04304,16,6,4,1,0.0,0.0,4,42,4,21,1,0,3,8,5,5,0,8,9,4,0.0,0.0,5,2,1~3년,6,3.0,0,6,0,0,0,0,0
U04305,10,5,3,1,0.0,4.0,7,120,4,21,1,0,1,3,5,7,0,3,9,2,0.0,0.0,1,1,7~9년,2,3.0,0,2,0,0,0,0,0
U04306,13,8,4,1,0.0,3.0,7,105,4,21,1,2,3,3,5,5,0,3,5,3,0.0,0.0,10,1,4~6년,13,3.0,0,13,0,0,0,0,0
U04307,20,5,4,1,0.0,0.0,7,27,4,21,1,2,1,7,3,5,0,7,9,3,0.0,0.0,5,0,신입,4,3.0,0,4,0,0,0,0,0
U04308,20,10,4,1,1.0,1.0,7,0,4,22,1,2,1,5,5,5,0,18,9,3,0.0,0.0,5,0,신입,2,3.0,0,2,0,0,0,0,0
U04309,20,0,4,1,0.0,0.0,7,0,4,21,1,2,3,15,3,5,0,15,4,3,0.0,0.0,5,1,신입,3,3.0,0,2,0,0,1,0,0
U04310,20,1,4,0,0.0,0.0,7,12,1,21,1,0,3,6,5,5,0,3,9,2,2.0,2.0,1,1,신입,2,3.0,0,2,0,0,0,0,0
U04311,20,4,4,2,0.0,3.0,7,104,4,21,2,2,2,3,5,5,0,3,5,3,0.0,0.0,5,0,4~6년,3,3.0,0,3,0,0,0,0,0
U04312,20,6,4,1,2.0,2.0,7,64,1,21,1,2,1,6,3,5,0,14,4,3,0.0,0.0,10,1,1~3년,4,3.0,0,4,0,0,0,0,0
U04313,20,10,4,1,2.0,1.0,4,18,3,21,1,0,1,10,0,0,0,0,9,1,0.0,0.0,5,1,신입,3,3.0,0,3,0,0,0,0,0
U04314,13,2,4,1,3.0,3.0,7,72,3,0,0,1,0,0,5,5,0,17,9,2,0.0,0.0,5,4,1~3년,3,3.0,0,3,0,0,0,0,0
U04315,19,4,4,1,0.0,0.0,7,5,3,21,1,2,3,18,5,5,0,18,9,2,0.0,0.0,5,1,신입,12,3.0,0,9,0,0,3,0,0
U04316,20,5,4,1,4.0,4.0,7,53,4,20,3,2,1,3,0,0,0,0,3,4,0.0,0.0,5,0,1~3년,7,3.0,0,7,0,0,0,0,0
U04317,20,7,4,1,3.0,3.0,7,68,1,21,1,2,1,3,5,5,0,10,4,4,0.0,0.0,7,2,1~3년,6,3.0,0,5,0,1,0,0,0
U04318,19,11,4,0,0.0,2.0,7,15,4,21,1,2,1,7,0,0,0,0,9,2,0.0,0.0,5,0,신입,5,3.0,0,5,0,0,0,0,0
U04319,11,6,4,2,0.0,4.0,7,117,2,21,1,0,2,6,5,5,0,11,5,2,2.0,3.0,7,1,7~9년,2,3.0,0,2,0,0,0,0,0
U04320,20,7,4,1,3.0,3.0,7,35,2,21,1,0,3,5,5,5,0,17,18,2,2.0,1.0,0,3,신입,3,3.0,0,3,0,0,0,0,0
U04321,17,0,4,1,2.0,3.0,7,28,4,21,1,2,2,8,5,5,0,3,19,3,0.0,0.0,0,0,신입,11,3.0,0,11,0,0,0,0,0
U04322,15,8,4,0,0.0,4.0,7,79,4,21,1,0,1,0,5,5,0,10,9,2,0.0,0.0,0,5,4~6년,4,3.0,0,4,0,0,0,0,0
U04323,17,2,4,1,2.0,2.0,7,18,3,0,0,1,0,0,5,5,0,15,9,2,0.0,0.0,5,5,신입,30,3.0,1,24,0,2,3,0,0
U04324,19,8,4,1,0.0,1.0,7,61,1,0,0,1,0,0,5,5,0,10,4,3,0.0,0.0,0,1,1~3년,5,3.0,0,4,0,0,1,0,0
U04325,18,0,4,1,4.0,4.0,7,81,4,21,1,2,2,3,0,0,0,0,5,3,0.0,0.0,7,0,4~6년,5,3.0,0,5,0,0,0,0,0
U04326,20,3,4,1,0.0,1.0,7,24,4,21,1,0,2,8,3,5,0,18,9,3,0.0,0.0,5,3,신입,3,3.0,0,3,0,0,0,0,0
U04327,9,3,4,1,3.0,3.0,7,95,4,21,1,0,3,14,5,5,0,10,4,1,0.0,0.0,1,8,4~6년,15,3.0,0,13,0,0,2,0,0
U04328,17,11,4,2,0.0,5.0,7,252,4,0,0,1,0,0,5,5,0,10,6,2,0.0,0.0,5,0,16년~20년,7,3.0,0,7,0,0,0,0,0
U04329,20,0,4,1,0.0,0.0,7,1,3,8,4,0,2,4,5,5,0,3,9,3,0.0,0.0,5,0,신입,3,3.0,0,3,0,0,0,0,0
U04330,18,2,4,2,0.0,4.0,7,74,4,21,1,0,1,3,5,5,0,7,10,4,0.0,0.0,1,0,4~6년,3,3.0,0,3,0,0,0,0,0
U04331,20,11,4,2,5.0,5.0,7,192,4,21,1,2,2,8,3,5,0,8,3,2,0.0,0.0,7,1,10~15년,3,3.0,0,3,0,0,0,0,0
U04332,18,4,4,1,2.0,0.0,7,22,1,21,1,0,1,3,5,8,0,17,10,3,0.0,0.0,10,0,신입,4,3.0,0,4,0,0,0,0,0
U04333,15,2,4,1,0.0,0.0,7,12,4,21,1,2,2,6,5,5,0,6,4,3,0.0,0.0,8,1,신입,8,3.0,0,6,0,1,1,0,0
U04334,20,5,4,1,0.0,1.0,7,23,3,21,1,0,1,5,5,9,0,3,9,1,0.0,0.0,1,2,신입,3,3.0,0,3,0,0,0,0,0
U04335,20,3,4,0,3.0,3.0,7,0,4,21,1,2,1,10,3,5,0,10,19,3,0.0,0.0,0,0,신입,6,3.0,0,3,0,0,3,0,0
U04336,20,10,4,1,0.0,3.0,7,84,3,0,0,1,0,0,5,5,0,17,9,4,0.0,0.0,5,0,4~6년,2,3.0,0,2,0,0,0,0,0
U04337,16,8,5,1,3.0,2.0,7,75,4,21,1,2,3,3,5,5,0,3,0,2,0.0,0.0,8,1,4~6년,3,3.0,0,3,0,0,0,0,0
U04338,20,0,4,1,2.0,2.0,7,40,4,0,0,1,0,0,5,5,0,17,8,3,0.0,0.0,9,0,1~3년,3,3.0,0,3,0,0,0,0,0
U04339,20,10,4,1,0.0,0.0,7,0,4,0,0,1,0,0,5,5,0,3,9,2,0.0,0.0,5,0,신입,4,3.0,0,2,0,0,2,0,0
U04340,20,3,4,1,0.0,0.0,7,36,1,21,1,0,1,10,5,5,0,10,9,3,0.0,0.0,0,6,신입,2,3.0,0,2,0,0,0,0,0
U04341,13,9,4,2,0.0,0.0,7,180,3,21,1,2,3,8,3,5,0,8,19,2,0.0,0.0,5,0,7~9년,2,3.0,0,1,0,1,0,0,0
U04342,15,10,4,1,0.0,0.0,7,144,4,21,1,2,3,3,5,5,0,3,9,1,2.0,1.0,3,1,7~9년,3,3.0,0,3,0,0,0,0,0
U04343,9,6,4,2,0.0,5.0,7,144,4,0,0,1,0,3,5,5,0,3,20,1,0.0,0.0,5,0,7~9년,3,3.0,0,3,0,0,0,0,0
U04344,18,8,3,1,0.0,4.0,7,113,4,21,1,0,1,5,5,10,0,5,9,3,0.0,0.0,9,1,7~9년,3,3.0,0,3,0,0,0,0,0
U04345,18,10,4,2,5.0,4.0,7,123,1,21,1,2,2,11,3,5,0,11,10,2,0.0,0.0,4,3,7~9년,3,3.0,0,3,0,0,0,0,0
U04346,19,1,3,1,0.0,0.0,4,12,4,0,0,1,0,0,5,10,0,5,9,4,0.0,0.0,1,0,신입,3,3.0,0,3,0,0,0,0,0
U04347,20,10,4,2,0.0,6.0,7,188,1,0,0,1,0,0,5,5,0,3,18,1,0.0,0.0,7,2,10~15년,7,3.0,0,7,0,0,0,0,0
U04348,10,3,4,1,0.0,0.0,7,110,4,21,1,0,3,3,5,5,0,3,9,2,0.0,0.0,5,2,7~9년,3,3.0,0,3,0,0,0,0,0
U04349,19,3,3,0,0.0,0.0,7,38,5,21,1,0,1,5,5,5,0,18,9,4,0.0,0.0,5,0,1~3년,4,3.0,0,4,0,0,0,0,0
U04350,20,5,4,1,2.0,0.0,6,0,1,21,1,0,2,13,5,5,0,3,9,3,2.0,1.0,10,0,신입,6,3.0,0,6,0,0,0,0,0
U04351,13,9,2,2,0.0,5.0,7,169,4,21,1,0,3,3,5,5,0,3,4,4,0.0,0.0,10,0,7~9년,4,3.0,0,4,0,0,0,0,0
U04352,16,11,4,1,0.0,5.0,7,132,4,21,1,0,1,5,5,5,0,17,8,4,0.0,0.0,10,0,7~9년,2,3.0,0,2,0,0,0,0,0
U04353,20,6,4,1,0.0,2.0,7,23,4,21,1,2,3,5,5,5,0,3,3,1,0.0,0.0,0,5,신입,2,3.0,0,2,0,0,0,0,0
U04354,20,1,4,1,2.0,2.0,2,48,1,21,1,2,1,5,5,5,0,5,3,4,0.0,0.0,10,0,1~3년,3,3.0,0,3,0,0,0,0,0
U04355,12,3,4,1,0.0,4.0,7,111,4,2,4,0,1,0,5,5,0,18,9,2,0.0,0.0,5,1,7~9년,3,3.0,0,3,0,0,0,0,0
U04356,20,1,4,1,1.0,2.0,2,33,1,21,1,0,3,13,5,5,0,13,5,2,0.0,0.0,4,0,신입,2,3.0,0,2,0,0,0,0,0
U04357,8,4,4,1,6.0,7.0,7,125,4,21,2,2,2,3,5,5,0,3,9,3,0.0,0.0,5,2,7~9년,3,3.0,0,3,0,0,0,0,0
U04358,20,8,4,1,2.0,0.0,7,65,1,21,1,0,1,10,5,5,0,10,9,3,0.0,0.0,0,6,1~3년,6,3.0,0,4,0,0,2,0,0
U04359,16,3,4,2,3.0,3.0,7,192,4,0,0,1,0,10,5,5,0,18,9,2,0.0,0.0,7,1,10~15년,18,3.0,0,18,0,0,0,0,0
U04360,18,0,4,1,3.0,2.0,7,123,4,21,1,2,3,3,5,7,0,3,5,2,0.0,0.0,10,5,7~9년,2,3.0,0,2,0,0,0,0,0
U04361,15,5,4,1,3.0,3.0,7,78,4,0,0,1,0,3,5,5,0,3,9,3,0.0,0.0,5,1,4~6년,8,3.0,0,8,0,0,0,0,0
U04362,20,2,4,2,4.0,4.0,7,116,0,21,1,2,2,3,5,5,0,7,5,1,0.0,0.0,1,0,7~9년,4,3.0,0,4,0,0,0,0,0
U04363,20,10,4,2,0.0,0.0,7,212,4,21,1,0,2,8,5,5,0,8,3,4,0.0,0.0,7,1,10~15년,9,3.0,0,9,0,0,0,0,0
U04364,19,5,4,2,0.0,3.0,7,159,4,0,0,1,0,0,5,5,0,3,3,2,0.0,0.0,7,1,7~9년,39,3.0,0,39,0,0,0,0,0
U04365,11,11,3,1,0.0,5.0,7,213,4,21,1,2,3,3,5,5,0,9,9,4,0.0,0.0,0,1,10~15년,14,3.0,0,13,0,0,1,0,0
U04366,18,11,4,1,0.0,2.0,7,84,4,0,0,1,0,5,5,5,0,3,7,3,0.0,0.0,10,2,4~6년,3,3.0,0,3,0,0,0,0,0
U04367,20,7,4,1,2.0,1.0,7,0,1,0,0,1,0,5,5,10,0,5,5,2,0.0,0.0,0,1,신입,6,3.0,0,6,0,0,0,0,0
U04368,19,5,4,1,0.0,5.0,7,138,4,21,1,0,1,6,3,5,0,6,4,2,0.0,0.0,5,1,7~9년,2,3.0,0,2,0,0,0,0,0
U04369,19,0,4,1,0.0,0.0,7,10,4,21,1,2,2,3,5,5,0,18,9,2,0.0,0.0,10,2,신입,4,3.0,0,3,0,0,1,0,0
U04370,20,2,4,0,0.0,1.0,7,10,4,21,1,0,3,18,5,5,0,5,19,2,0.0,0.0,0,3,신입,2,3.0,0,2,0,0,0,0,0
U04371,20,4,4,0,0.0,0.0,7,27,1,21,1,2,3,3,5,5,0,3,9,3,0.0,0.0,3,2,신입,2,3.0,0,2,0,0,0,0,0
U04372,19,11,4,1,0.0,3.0,7,48,1,21,1,2,1,5,3,5,0,7,3,3,0.0,0.0,7,1,1~3년,3,3.0,0,3,0,0,0,0,0
U04373,11,6,5,1,4.0,3.0,7,109,2,21,2,0,3,10,5,5,0,17,4,2,0.0,0.0,0,0,7~9년,5,3.0,0,5,0,0,0,0,0
U04374,19,10,4,2,0.0,5.0,7,142,4,21,1,2,2,3,5,5,0,3,3,2,0.0,0.0,7,6,7~9년,31,3.0,0,31,0,0,0,0,0
U04375,14,6,4,1,0.0,0.0,7,72,4,21,1,0,1,3,5,5,0,3,9,3,0.0,0.0,5,2,1~3년,2,3.0,0,2,0,0,0,0,0
U04376,13,7,4,1,0.0,4.0,7,75,4,21,1,2,3,3,5,5,0,3,4,2,0.0,0.0,5,2,4~6년,52,3.0,0,51,0,1,0,0,0
U04377,19,5,4,0,2.0,2.0,7,0,4,21,1,2,3,13,0,0,0,0,9,2,0.0,0.0,10,0,신입,5,3.0,0,5,0,0,0,0,0
U04378,17,2,4,1,0.0,2.0,7,35,4,21,1,2,1,5,3,5,0,15,3,1,0.0,0.0,0,5,신입,8,3.0,0,8,0,0,0,0,0
U04379,18,0,4,1,0.0,0.0,7,29,4,21,1,2,3,8,5,5,0,14,19,1,0.0,0.0,1,3,신입,5,3.0,0,3,0,0,2,0,0
U04380,16,8,5,1,0.0,7.0,7,120,4,0,0,1,0,0,3,5,0,15,4,1,0.0,0.0,9,2,7~9년,2,3.0,0,2,0,0,0,0,0
U04381,14,9,4,2,2.0,2.0,7,80,4,8,4,0,2,9,0,0,0,0,4,3,0.0,0.0,9,1,4~6년,2,3.0,0,2,0,0,0,0,0
U04382,17,2,4,1,2.0,2.0,7,25,3,21,1,0,1,5,5,5,0,5,19,2,0.0,0.0,0,1,신입,2,3.0,0,2,0,0,0,0,0
U04383,20,10,4,2,5.0,5.0,7,162,4,21,1,0,2,3,5,5,0,17,2,3,0.0,0.0,10,0,7~9년,8,3.0,0,8,0,0,0,0,0
U04384,16,4,4,2,2.0,2.0,7,99,4,21,1,0,1,3,5,5,0,5,0,1,0.0,0.0,5,1,4~6년,13,3.0,0,13,0,0,0,0,0
U04385,19,10,4,1,0.0,5.0,7,171,4,21,1,2,2,17,5,5,0,3,0,3,0.0,0.0,10,1,7~9년,2,3.0,0,2,0,0,0,0,0
U04386,20,10,3,3,6.0,5.0,7,246,4,0,0,1,0,0,5,10,0,9,4,3,0.0,0.0,9,0,16년~20년,10,3.0,0,10,0,0,0,0,0
U04387,19,5,3,1,1.0,0.0,7,20,3,0,0,1,0,0,0,0,0,0,9,1,0.0,0.0,5,4,신입,39,3.0,1,32,0,3,3,0,0
U04388,19,0,3,1,0.0,0.0,7,6,4,21,1,0,1,18,5,10,0,5,9,2,0.0,0.0,6,0,신입,2,3.0,0,2,0,0,0,0,0
U04389,19,5,4,1,0.0,2.0,7,28,1,0,0,1,0,5,5,5,0,17,8,3,2.0,3.0,0,2,신입,6,3.0,0,5,0,0,1,0,0
U04390,9,2,4,1,0.0,5.0,7,90,2,0,0,1,0,0,5,5,0,4,8,4,3.0,1.0,5,1,4~6년,4,3.0,0,4,0,0,0,0,0
U04391,20,10,4,1,2.0,2.0,7,9,4,21,1,2,3,3,5,5,0,3,9,2,0.0,0.0,0,2,신입,2,3.0,0,2,0,0,0,0,0
U04392,20,1,4,1,0.0,2.0,6,60,1,0,0,1,0,0,5,5,0,5,9,2,0.0,0.0,10,1,1~3년,3,3.0,0,3,0,0,0,0,0
U04393,15,3,4,0,0.0,0.0,7,0,4,0,0,1,0,0,2,5,0,3,9,4,0.0,0.0,10,1,신입,19,3.0,0,18,0,0,1,0,0
U04394,12,10,4,2,2.0,2.0,7,60,4,21,1,0,1,7,5,5,0,10,4,2,0.0,0.0,5,4,1~3년,22,3.0,0,22,0,0,0,0,0
U04395,20,11,4,1,0.0,0.0,7,0,4,21,1,2,2,5,0,0,0,0,9,3,2.0,1.0,5,5,신입,3,3.0,0,1,0,0,2,0,0
U04396,17,4,4,1,2.0,0.0,7,18,1,21,1,0,1,5,3,6,0,3,19,4,0.0,0.0,0,2,신입,17,3.0,0,10,0,0,7,0,0
U04397,8,0,4,1,0.0,0.0,7,155,1,16,4,2,3,8,5,5,0,8,9,1,0.0,0.0,5,7,7~9년,20,3.0,0,20,0,0,0,0,0
U04398,20,8,4,1,0.0,3.0,7,80,4,21,1,0,1,5,5,5,0,5,19,3,3.0,1.0,0,6,4~6년,5,3.0,0,5,0,0,0,0,0
U04399,20,11,4,2,0.0,5.0,7,216,4,21,1,0,2,3,5,5,0,5,3,3,0.0,0.0,7,1,10~15년,7,3.0,0,7,0,0,0,0,0
U04400,14,7,4,2,5.0,0.0,7,182,4,0,0,1,0,0,5,8,0,15,0,2,0.0,0.0,5,0,10~15년,2,3.0,0,2,0,0,0,0,0
U04401,20,3,4,1,1.0,9.0,7,0,1,0,0,1,0,0,5,5,0,6,9,2,0.0,0.0,5,2,신입,4,3.0,0,4,0,0,0,0,0
U04402,20,6,4,1,0.0,0.0,7,74,4,21,2,2,1,3,5,5,0,7,0,3,0.0,0.0,0,1,4~6년,3,3.0,0,3,0,0,0,0,0
U04403,14,9,5,2,0.0,3.0,7,93,1,0,0,1,0,6,5,5,0,6,9,2,0.0,0.0,3,0,4~6년,10,3.0,0,10,0,0,0,0,0
U04404,18,10,4,1,1.0,0.0,7,3,5,21,1,2,3,3,0,0,0,0,19,3,0.0,0.0,1,2,신입,3,3.0,0,3,0,0,0,0,0
U04405,20,4,4,1,4.0,4.0,7,54,4,21,1,2,1,5,5,5,0,3,3,2,0.0,0.0,9,3,1~3년,5,3.0,0,5,0,0,0,0,0
U04406,20,5,2,1,0.0,0.0,7,8,3,21,1,0,1,18,0,0,0,0,9,2,0.0,0.0,5,1,신입,2,3.0,0,1,0,1,0,0,0
U04407,20,6,4,0,0.0,0.0,7,0,4,21,1,2,3,3,0,0,0,0,9,4,0.0,0.0,5,0,신입,2,3.0,0,1,0,0,1,0,0
U04408,20,2,4,1,1.0,1.0,7,0,4,21,1,2,3,3,0,0,0,0,9,2,0.0,0.0,5,2,신입,4,3.0,0,2,0,0,2,0,0
U04409,14,3,4,2,0.0,4.0,7,96,4,21,1,2,3,3,5,5,0,3,4,1,0.0,0.0,5,0,4~6년,3,3.0,0,3,0,0,0,0,0
U04410,16,6,4,1,4.0,3.0,7,76,4,21,1,2,3,3,5,5,0,3,9,1,0.0,0.0,5,3,4~6년,6,3.0,0,6,0,0,0,0,0
U04411,15,9,4,0,4.0,3.0,7,68,4,21,1,0,2,3,5,5,0,5,4,3,0.0,0.0,0,2,1~3년,20,3.0,0,20,0,0,0,0,0
U04412,12,9,4,1,3.0,3.0,7,79,2,21,1,0,3,3,5,5,0,3,9,3,0.0,0.0,0,1,4~6년,5,3.0,0,4,0,0,1,0,0
U04413,9,8,5,2,0.0,4.0,7,156,4,21,1,2,3,11,5,5,0,11,19,2,0.0,0.0,3,1,7~9년,2,3.0,0,2,0,0,0,0,0
U04414,18,3,4,1,5.0,5.0,7,108,2,21,2,2,2,11,5,5,0,11,3,2,0.0,0.0,1,3,4~6년,2,3.0,0,2,0,0,0,0,0
U04415,17,2,4,2,3.0,3.0,6,100,1,21,1,0,1,5,5,5,0,5,10,2,0.0,0.0,10,0,4~6년,2,3.0,0,2,0,0,0,0,0
U04416,13,6,5,1,0.0,3.0,7,72,4,0,0,1,0,0,5,5,0,10,19,2,0.0,0.0,1,2,1~3년,22,3.0,0,19,0,0,3,0,0
U04417,14,4,4,1,0.0,3.0,7,79,4,0,0,1,0,0,0,0,0,0,9,4,0.0,0.0,8,1,4~6년,3,3.0,0,3,0,0,0,0,0
U04418,18,0,4,2,0.0,4.0,7,120,4,21,1,2,3,11,0,0,0,0,4,3,0.0,0.0,0,0,7~9년,3,3.0,0,3,0,0,0,0,0
U04419,15,0,4,1,2.0,2.0,4,48,4,21,1,2,2,3,5,5,0,17,0,1,0.0,0.0,0,5,1~3년,4,3.0,0,4,0,0,0,0,0
U04420,20,2,5,2,3.0,2.0,7,72,4,21,1,2,3,10,3,5,0,10,0,2,0.0,0.0,8,2,1~3년,2,3.0,0,2,0,0,0,0,0
U04421,19,7,4,1,1.0,1.0,7,9,1,21,1,0,1,5,5,5,0,3,3,2,0.0,0.0,1,1,신입,3,3.0,0,3,0,0,0,0,0
U04422,10,4,3,2,0.0,3.0,2,132,2,0,0,1,0,0,4,5,0,13,6,3,0.0,0.0,10,2,7~9년,51,3.0,0,51,0,0,0,0,0
U04423,20,11,4,1,0.0,0.0,7,0,2,21,1,2,1,5,5,5,0,7,3,4,2.0,1.0,8,4,신입,3,3.0,0,3,0,0,0,0,0
U04424,11,4,4,3,0.0,3.0,7,203,4,21,1,0,2,17,5,5,0,15,12,2,0.0,0.0,1,0,10~15년,11,3.0,0,11,0,0,0,0,0
U04425,16,1,4,2,0.0,5.0,7,180,4,21,1,0,1,3,5,5,0,3,0,3,0.0,0.0,7,1,7~9년,15,3.0,0,15,0,0,0,0,0
U04426,19,7,4,1,0.0,0.0,7,12,1,21,1,0,1,4,5,5,0,13,9,3,0.0,0.0,3,3,신입,7,3.0,0,7,0,0,0,0,0
U04427,20,7,4,1,2.0,2.0,7,36,2,21,1,0,1,14,5,5,0,15,18,2,0.0,0.0,10,5,신입,2,3.0,0,2,0,0,0,0,0
U04428,11,2,4,2,0.0,0.0,7,156,4,0,0,1,0,11,5,5,0,11,9,1,0.0,0.0,5,0,7~9년,13,3.0,0,13,0,0,0,0,0
U04429,13,7,4,1,0.0,3.0,7,122,4,0,0,1,0,15,5,5,0,15,19,2,0.0,0.0,3,2,7~9년,9,3.0,0,9,0,0,0,0,0
U04430,20,6,4,2,4.0,4.0,7,144,4,21,1,2,2,7,3,5,0,7,8,3,0.0,0.0,7,1,7~9년,6,3.0,0,6,0,0,0,0,0
U04431,15,2,2,1,0.0,2.0,7,97,4,20,3,2,1,5,5,5,0,5,3,1,0.0,0.0,0,2,4~6년,15,3.0,0,15,0,0,0,0,0
U04432,20,6,4,1,4.0,3.0,7,61,3,21,1,0,3,13,5,5,0,3,3,2,0.0,0.0,5,0,1~3년,5,3.0,0,5,0,0,0,0,0
U04433,19,2,4,1,1.0,2.0,7,0,4,21,1,0,1,9,5,5,0,7,9,2,0.0,0.0,5,2,신입,3,3.0,0,2,0,0,1,0,0
U04434,18,6,4,1,0.0,0.0,7,0,4,21,1,0,1,18,5,5,0,18,19,3,0.0,0.0,0,1,신입,7,3.0,0,5,0,1,1,0,0
U04435,19,1,4,1,0.0,0.0,7,12,4,21,2,2,3,3,5,5,0,3,9,2,0.0,0.0,5,4,신입,2,3.0,0,2,0,0,0,0,0
U04436,18,9,4,1,1.0,3.0,2,0,1,21,2,0,2,11,5,5,0,11,5,2,0.0,0.0,1,1,신입,5,3.0,1,4,0,0,0,0,0
U04437,15,7,4,1,0.0,0.0,7,72,3,21,2,0,1,7,3,5,0,17,8,2,2.0,3.0,5,2,1~3년,25,3.0,0,23,0,0,2,0,0
U04438,20,2,4,2,0.0,3.0,7,64,1,21,1,2,2,3,4,5,0,3,3,2,0.0,0.0,10,0,1~3년,3,3.0,0,3,0,0,0,0,0
U04439,8,7,4,2,0.0,4.0,2,160,4,21,1,2,2,3,5,5,0,3,10,4,0.0,0.0,9,2,7~9년,13,3.0,0,13,0,0,0,0,0
U04440,19,0,4,0,0.0,0.0,7,10,1,21,2,2,1,7,5,5,0,3,3,2,2.0,3.0,10,1,신입,3,3.0,0,1,0,1,1,0,0
U04441,17,1,4,1,0.0,2.0,4,36,4,21,1,0,1,3,5,10,0,3,0,1,0.0,0.0,5,0,신입,4,3.0,0,4,0,0,0,0,0
U04442,20,11,3,1,2.0,3.0,7,84,2,0,0,1,0,0,5,5,0,3,20,4,0.0,0.0,7,1,4~6년,2,3.0,0,2,0,0,0,0,0
U04443,15,11,4,0,4.0,3.0,7,88,4,21,1,0,1,11,5,5,0,11,4,2,0.0,0.0,5,2,4~6년,4,3.0,0,4,0,0,0,0,0
U04444,20,5,4,1,2.0,2.0,7,34,4,0,0,1,0,0,5,5,0,5,5,3,0.0,0.0,5,0,신입,3,3.0,0,3,0,0,0,0,0
U04445,12,8,4,1,0.0,0.0,7,99,4,21,1,0,3,4,5,5,0,4,3,3,2.0,1.0,0,2,4~6년,15,3.0,0,14,1,0,0,0,0
U04446,17,8,3,2,5.0,4.0,7,190,2,21,1,0,1,5,0,0,0,0,20,2,0.0,0.0,7,1,10~15년,10,3.0,0,10,0,0,0,0,0
U04447,8,4,4,1,0.0,0.0,7,168,4,0,0,1,0,11,5,5,0,3,9,2,0.0,0.0,5,5,7~9년,3,3.0,0,3,0,0,0,0,0
U04448,20,9,4,1,0.0,0.0,4,27,3,21,1,0,1,3,0,0,0,0,9,1,0.0,0.0,5,0,신입,22,3.0,0,22,0,0,0,0,0
U04449,19,5,4,0,0.0,2.0,7,36,4,22,1,2,1,5,5,5,0,3,4,1,0.0,0.0,0,3,신입,6,3.0,0,6,0,0,0,0,0
U04450,15,2,4,2,3.0,0.0,4,96,4,21,1,0,3,6,5,5,0,11,0,2,0.0,0.0,5,0,4~6년,7,3.0,0,7,0,0,0,0,0
U04451,19,0,5,1,3.0,3.0,7,72,1,21,1,0,1,5,5,5,0,3,9,2,0.0,0.0,1,2,1~3년,2,3.0,0,2,0,0,0,0,0
U04452,20,1,4,0,0.0,0.0,7,0,4,21,1,0,1,5,5,5,0,5,14,3,2.0,1.0,0,1,신입,3,3.0,0,3,0,0,0,0,0
U04453,20,2,3,1,0.0,0.0,7,0,4,0,0,1,0,0,5,5,0,3,3,2,0.0,0.0,5,0,신입,3,3.0,0,2,0,1,0,0,0
U04454,20,1,2,3,10.0,10.0,7,306,4,0,0,1,0,0,0,0,0,0,10,4,0.0,0.0,7,1,21년 이상,2,3.0,0,2,0,0,0,0,0
U04455,9,11,5,2,6.0,6.0,7,165,2,21,1,0,1,3,5,5,0,5,3,3,0.0,0.0,7,3,7~9년,10,3.0,0,10,0,0,0,0,0
U04456,19,9,4,1,3.0,3.0,7,47,4,22,1,0,1,5,5,5,0,3,19,3,2.0,1.0,1,2,1~3년,4,3.0,0,4,0,0,0,0,0
U04457,20,7,4,0,0.0,2.0,7,21,4,21,1,2,3,3,5,5,0,3,7,3,0.0,0.0,1,1,신입,3,3.0,0,3,0,0,0,0,0
U04458,20,8,3,2,0.0,4.0,7,197,4,21,1,0,1,17,5,10,0,17,7,4,0.0,0.0,7,1,10~15년,17,3.0,0,17,0,0,0,0,0
U04459,18,7,4,2,0.0,0.0,7,100,1,21,1,0,2,15,5,5,0,3,13,3,0.0,0.0,9,1,4~6년,10,3.0,0,10,0,0,0,0,0
U04460,15,6,4,2,0.0,3.0,7,200,4,21,1,2,1,3,5,5,0,5,5,3,0.0,0.0,1,4,10~15년,8,3.0,0,8,0,0,0,0,0
U04461,15,1,4,1,0.0,2.0,2,48,4,21,1,0,2,3,5,5,0,5,9,3,0.0,0.0,0,1,1~3년,25,3.0,0,25,0,0,0,0,0
